counterparty_id,amendment_count_24m,obligation_count,schedule_count,contract_start_date,contract_end_date
VEN-01205,1,33,4,01/07/2020,01/04/2026
VEN-01206,0,18,5,31/12/2018,02/05/2026
VEN-01207,1,23,5,01/11/2019,01/12/2030
VEN-01208,1,24,5,02/03/2017,01/12/2026
VEN-01209,1,20,4,30/11/2016,01/04/2028
VEN-01210,3,23,5,31/12/2016,01/12/2027
VEN-01211,0,27,4,01/04/2025,31/10/2029
VEN-01212,3,30,4,31/08/2021,01/09/2026
VEN-01213,3,23,3,30/11/2020,02/04/2027
VEN-01214,4,31,1,02/03/2018,01/06/2030
VEN-01215,3,29,6,01/05/2020,01/08/2030
VEN-01216,1,40,1,01/04/2021,02/05/2026
VEN-01217,3,27,2,31/08/2020,31/01/2028
VEN-01218,1,26,2,31/12/2019,01/12/2027
VEN-01219,0,30,6,01/12/2019,01/04/2028
VEN-01220,1,40,7,01/08/2018,01/04/2028
VEN-01221,3,32,5,01/12/2021,01/08/2025
VEN-01222,2,22,3,01/03/2020,02/05/2030
VEN-01223,1,34,1,30/09/2024,01/10/2026
VEN-01224,1,26,5,30/11/2020,01/10/2026
VEN-01225,3,30,5,01/04/2022,01/12/2029
VEN-01226,1,26,3,31/10/2025,31/10/2030
VEN-01227,2,28,4,01/12/2023,02/07/2030
VEN-01228,0,29,5,01/04/2016,31/12/2026
VEN-01229,2,36,2,01/07/2020,01/08/2029
VEN-01230,1,22,5,01/08/2025,01/04/2026
VEN-01231,5,27,1,30/01/2017,01/08/2027
VEN-01232,1,20,5,30/09/2024,01/10/2026
VEN-01233,4,30,4,01/10/2019,01/08/2026
VEN-01234,2,24,7,01/07/2025,02/05/2030
VEN-01235,0,28,6,01/08/2017,01/06/2030
VEN-01236,1,28,2,01/09/2019,02/03/2026
VEN-01237,4,24,3,01/06/2017,01/06/2027
VEN-01238,1,16,5,01/12/2022,01/07/2025
VEN-01239,5,33,2,31/12/2016,31/12/2029
VEN-01240,2,27,4,31/12/2016,31/12/2026
VEN-01241,0,29,4,02/03/2021,30/09/2028
VEN-01242,0,20,2,31/12/2019,01/06/2028
VEN-01243,2,21,5,02/03/2022,01/06/2026
VEN-01244,1,26,3,02/03/2018,02/05/2027
VEN-01245,2,27,7,01/08/2019,01/12/2025
VEN-01246,1,36,6,01/07/2024,01/04/2026
VEN-01247,3,27,2,31/10/2021,02/03/2030
VEN-01248,0,26,5,31/10/2021,01/06/2027
VEN-01249,1,28,4,01/08/2021,01/12/2027
VEN-01250,1,27,6,01/10/2019,01/04/2029
VEN-01251,2,28,4,02/03/2023,02/05/2030
VEN-01252,0,18,5,31/01/2024,01/11/2027
VEN-01253,0,23,2,01/06/2021,02/05/2030
VEN-01254,0,35,2,02/03/2022,01/08/2028
VEN-01255,0,24,6,30/11/2016,01/08/2025
VEN-01256,2,27,2,01/06/2018,01/10/2030
VEN-01257,1,20,6,02/07/2023,31/10/2026
VEN-01258,0,31,2,02/03/2019,01/08/2029
VEN-01259,2,22,5,01/12/2019,02/05/2030
VEN-01260,1,18,2,30/11/2016,01/12/2029
VEN-01261,0,26,4,02/07/2018,31/10/2028
VEN-01262,2,24,2,01/06/2020,01/12/2026
VEN-01263,2,25,2,01/06/2023,31/12/2028
VEN-01264,1,28,4,01/12/2023,01/04/2028
VEN-01265,4,21,5,01/04/2022,30/01/2029
VEN-01266,2,35,6,02/03/2017,02/04/2027
VEN-01267,1,27,4,31/12/2016,01/04/2029
VEN-01268,1,27,9,01/05/2016,31/01/2028
VEN-01269,1,23,2,01/03/2016,01/12/2030
VEN-01270,1,18,2,30/01/2021,01/12/2025
VEN-01271,1,35,2,01/12/2019,01/06/2029
VEN-01272,2,28,4,30/01/2025,01/04/2028
VEN-01273,2,28,4,01/05/2024,01/08/2028
VEN-01274,3,34,8,01/06/2023,01/05/2028
VEN-01275,3,30,3,01/04/2024,30/01/2026
VEN-01276,4,27,3,01/06/2018,01/08/2028
VEN-01277,3,22,2,01/07/2017,01/09/2027
VEN-01278,1,34,4,01/12/2025,01/09/2026
VEN-01279,2,26,6,31/01/2019,01/08/2030
VEN-01280,1,36,4,31/12/2022,01/08/2026
VEN-01281,0,28,5,31/12/2020,01/10/2027
VEN-01282,1,25,6,01/04/2022,01/06/2027
VEN-01283,4,25,3,01/06/2024,01/12/2027
VEN-01284,2,29,5,30/01/2018,01/06/2028
VEN-01285,2,29,3,01/12/2022,30/11/2028
VEN-01286,4,29,2,01/08/2021,02/04/2027
VEN-01287,0,30,4,31/01/2020,02/04/2027
VEN-01288,2,35,3,31/08/2020,02/05/2029
VEN-01289,0,20,6,31/01/2024,02/05/2029
VEN-01290,2,39,3,02/04/2019,31/08/2028
VEN-01291,0,18,3,01/05/2024,01/04/2028
VEN-01292,2,21,5,30/01/2018,01/12/2025
VEN-01293,2,35,4,02/07/2019,01/08/2028
VEN-01294,3,35,7,01/08/2022,01/08/2026
VEN-01295,0,25,4,01/06/2022,01/10/2025
VEN-01296,2,24,6,01/04/2024,30/09/2028
VEN-01297,1,29,3,01/07/2021,01/05/2028
VEN-01298,3,25,2,01/03/2024,01/05/2028
VEN-01299,1,24,6,30/11/2020,01/07/2029
VEN-01300,2,29,6,01/05/2024,02/04/2027
VEN-01301,1,21,2,30/01/2017,02/04/2027
VEN-01302,1,22,1,31/10/2024,01/04/2026
VEN-01303,0,32,5,01/10/2018,01/10/2025
VEN-01304,2,20,4,01/08/2021,01/08/2030
VEN-01305,3,27,3,01/08/2022,01/12/2026
VEN-01306,3,21,3,01/03/2024,01/12/2027
VEN-01307,3,19,3,01/08/2019,02/07/2030
VEN-01308,0,28,6,02/03/2018,02/07/2026
VEN-01309,1,27,3,02/07/2019,02/05/2026
VEN-01310,2,33,3,01/12/2025,01/06/2029
VEN-01311,4,17,4,31/08/2017,02/05/2027
VEN-01312,1,27,5,01/06/2016,01/10/2026
VEN-01313,2,29,2,01/12/2018,01/10/2029
VEN-01314,0,28,7,31/10/2025,31/10/2026
VEN-01315,2,26,6,30/11/2020,01/05/2025
VEN-01316,3,33,5,31/08/2022,30/01/2030
VEN-01317,0,23,4,01/06/2019,31/10/2030
VEN-01318,0,33,3,01/06/2018,02/07/2030
VEN-01319,1,32,1,30/01/2017,01/12/2025
VEN-01320,2,28,5,01/04/2017,31/12/2027
VEN-01321,3,23,6,01/05/2016,01/06/2030
VEN-01322,0,27,3,30/01/2025,30/11/2028
VEN-01323,4,27,4,30/09/2024,31/12/2026
VEN-01324,2,29,5,01/12/2017,02/05/2027
VEN-01325,1,35,3,31/10/2018,31/01/2027
VEN-01326,1,22,6,01/06/2018,30/11/2028
VEN-01327,2,18,4,01/08/2023,30/01/2029
VEN-01328,2,24,2,02/05/2021,01/07/2029
VEN-01329,1,28,2,02/07/2019,01/12/2026
VEN-01330,3,33,4,01/09/2019,01/06/2029
VEN-01331,3,33,4,01/05/2017,01/11/2027
VEN-01332,0,25,3,01/04/2022,01/07/2025
VEN-01333,0,31,6,01/08/2017,01/10/2029
VEN-01334,0,29,4,31/10/2022,31/10/2025
VEN-01335,2,26,2,02/05/2018,01/05/2025
VEN-01336,0,18,3,31/08/2025,02/05/2029
VEN-01337,1,17,6,01/12/2023,31/10/2025
VEN-01338,3,23,7,01/12/2025,01/05/2028
VEN-01339,3,30,6,01/11/2023,02/04/2027
VEN-01340,2,34,3,31/08/2020,01/10/2030
VEN-01341,3,24,5,01/04/2017,31/01/2027
VEN-01342,1,29,5,31/10/2025,01/12/2025
VEN-01343,1,21,2,31/01/2020,30/01/2026
VEN-01344,1,29,4,30/09/2024,31/12/2030
VEN-01345,1,30,1,01/04/2024,31/10/2030
VEN-01346,0,30,4,31/12/2024,30/01/2026
VEN-01347,2,30,3,31/01/2020,02/04/2027
VEN-01348,3,21,3,01/09/2019,01/07/2025
VEN-01349,1,25,4,02/03/2023,31/12/2029
VEN-01350,2,33,2,02/04/2019,02/07/2030
VEN-01351,3,27,4,01/12/2021,02/05/2029
VEN-01352,0,22,3,01/06/2018,01/03/2028
VEN-01353,2,35,3,30/09/2020,01/06/2027
VEN-01354,1,29,5,01/04/2016,01/12/2026
VEN-01355,1,26,2,02/04/2019,01/06/2029
VEN-01356,3,31,3,01/03/2016,01/08/2028
VEN-01357,3,21,9,31/10/2016,31/12/2027
VEN-01358,1,32,2,01/12/2023,02/07/2027
VEN-01359,4,26,4,02/07/2022,01/07/2029
VEN-01360,0,31,5,01/06/2022,31/12/2030
VEN-01361,0,31,4,01/11/2019,31/12/2025
VEN-01362,0,36,4,01/05/2020,01/10/2029
VEN-01363,1,29,3,01/04/2021,01/12/2027
VEN-01364,3,24,4,01/07/2025,30/01/2029
VEN-01365,2,24,3,01/07/2021,01/12/2029
VEN-01366,3,30,4,01/01/2024,02/03/2027
VEN-01367,3,30,5,01/07/2016,01/06/2026
VEN-01368,3,32,3,01/06/2017,01/06/2025
VEN-01369,1,30,6,01/03/2024,31/10/2030
VEN-01370,5,20,6,01/12/2021,01/12/2029
VEN-01371,3,28,3,01/08/2019,01/06/2029
VEN-01372,1,25,3,30/01/2021,01/08/2025
VEN-01373,2,28,3,01/04/2024,01/08/2030
VEN-01374,2,30,3,01/08/2018,01/12/2025
VEN-01375,2,29,1,30/11/2016,31/12/2026
VEN-01376,3,25,4,31/10/2017,31/08/2028
VEN-01377,5,28,2,01/06/2022,01/05/2025
VEN-01378,2,30,2,01/05/2017,31/08/2029
VEN-01379,1,31,3,02/03/2017,01/08/2030
VEN-01380,3,27,4,31/12/2016,01/09/2027
VEN-01381,6,27,2,31/08/2017,31/12/2025
VEN-01382,0,27,5,31/12/2022,31/08/2028
VEN-01383,0,20,4,30/11/2020,01/10/2029
VEN-01384,0,17,5,02/07/2019,01/12/2030
VEN-01385,3,30,4,31/10/2017,31/10/2026
VEN-01386,5,20,7,31/10/2024,01/12/2026
VEN-01387,2,33,7,01/04/2025,01/10/2025
VEN-01388,2,27,5,01/04/2016,01/08/2025
VEN-01389,3,35,5,31/12/2018,01/07/2029
VEN-01390,1,29,4,02/04/2023,01/08/2026
VEN-01391,4,32,3,01/01/2016,31/12/2026
VEN-01392,2,37,5,30/01/2022,01/11/2027
VEN-01393,3,30,2,01/09/2019,01/10/2025
VEN-01394,5,21,3,31/08/2016,01/10/2029
VEN-01395,1,23,7,01/06/2017,01/08/2028
VEN-01396,1,23,5,01/09/2019,01/09/2027
VEN-01397,4,29,3,01/06/2020,01/09/2026
VEN-01398,1,36,4,31/01/2023,31/08/2028
VEN-01399,1,40,3,01/03/2024,01/06/2029
VEN-01400,0,30,10,30/01/2025,01/08/2028
VEN-01401,2,24,3,31/10/2025,31/08/2029
VEN-01402,3,23,3,30/01/2021,31/01/2028
VEN-01403,0,34,11,02/07/2022,31/12/2025
VEN-01404,1,26,4,31/01/2020,02/03/2026
VEN-01405,2,24,3,31/10/2020,31/10/2029
VEN-01406,0,29,3,02/04/2019,31/08/2025
VEN-01407,0,25,6,01/01/2024,01/12/2027
VEN-01408,0,24,4,01/05/2024,02/07/2026
VEN-01409,0,29,4,31/08/2024,31/08/2029
VEN-01410,0,21,7,01/12/2018,31/10/2026
VEN-01411,2,28,2,31/10/2016,31/08/2029
VEN-01412,1,33,4,02/05/2022,02/05/2026
VEN-01413,2,30,6,01/07/2024,30/09/2028
VEN-01414,1,30,3,01/07/2016,01/06/2026
VEN-01415,3,22,3,01/09/2023,31/12/2027
VEN-01416,1,21,6,01/06/2019,30/09/2028
VEN-01417,4,30,3,02/03/2017,02/03/2026
VEN-01418,2,26,4,30/09/2016,01/12/2027
VEN-01419,1,31,1,01/10/2023,01/06/2029
VEN-01420,1,40,5,31/08/2025,01/10/2026
VEN-01421,0,35,4,01/10/2021,01/08/2025
VEN-01422,0,28,9,30/11/2016,01/09/2026
VEN-01423,2,23,8,01/04/2021,01/08/2027
VEN-01424,1,22,7,02/03/2017,30/01/2026
VEN-01425,1,22,3,01/08/2017,01/12/2029
VEN-01426,2,27,5,31/10/2020,01/04/2029
VEN-01427,1,23,3,01/04/2017,01/03/2028
VEN-01428,2,34,7,01/03/2016,31/12/2027
VEN-01429,1,26,6,02/03/2019,31/10/2029
VEN-01430,0,32,3,02/07/2018,30/01/2029
VEN-01431,1,18,4,01/07/2021,01/04/2029
VEN-01432,0,23,5,01/01/2016,02/07/2027
VEN-01433,3,29,2,01/06/2022,01/05/2025
VEN-01434,3,24,7,01/06/2018,01/10/2025
VEN-01435,5,24,4,01/07/2016,01/07/2029
VEN-01436,1,19,5,31/10/2016,31/12/2029
VEN-01437,2,34,9,02/03/2017,31/10/2025
VEN-01438,6,28,7,01/01/2024,01/07/2025
VEN-01439,2,39,4,01/03/2016,01/09/2026
VEN-01440,1,33,4,01/01/2024,01/06/2027
VEN-01441,1,23,4,01/08/2023,02/05/2026
VEN-01442,2,31,4,30/11/2020,31/08/2028
VEN-01443,2,20,2,01/07/2024,01/06/2030
VEN-01444,1,27,5,01/09/2018,30/01/2029
VEN-01445,2,32,2,31/08/2016,02/03/2027
VEN-01446,3,26,3,02/05/2023,31/01/2028
VEN-01447,0,21,2,31/08/2022,01/10/2030
VEN-01448,3,28,5,01/10/2021,01/12/2029
VEN-01449,0,32,3,30/01/2025,02/03/2026
VEN-01450,2,23,4,01/04/2024,31/01/2028
VEN-01451,3,27,4,01/07/2016,01/10/2025
VEN-01452,2,31,5,31/08/2016,30/01/2030
VEN-01453,2,21,5,30/11/2020,01/04/2029
VEN-01454,0,24,6,02/07/2018,01/10/2026
VEN-01455,1,26,6,01/07/2025,01/08/2029
VEN-01456,3,28,4,01/08/2025,31/12/2027
VEN-01457,1,33,3,30/01/2017,31/10/2029
VEN-01458,4,33,4,01/10/2025,01/07/2025
VEN-01459,1,36,6,01/12/2018,01/10/2027
VEN-01460,1,21,2,01/01/2016,01/08/2028
VEN-01461,3,30,3,31/12/2017,01/12/2025
VEN-01462,4,24,3,31/12/2021,01/08/2027
VEN-01463,1,26,6,01/08/2020,01/07/2029
VEN-01464,2,22,5,01/12/2019,01/04/2029
VEN-01465,0,27,3,01/07/2021,01/12/2025
VEN-01466,1,28,1,01/07/2016,01/08/2029
VEN-01467,1,31,4,01/07/2025,01/07/2029
VEN-01468,3,24,2,01/06/2016,01/10/2027
VEN-01469,2,30,5,01/05/2017,31/12/2029
VEN-01470,6,28,4,31/12/2024,30/09/2028
VEN-01471,0,24,4,01/04/2020,31/12/2030
VEN-01472,2,29,3,01/08/2019,01/07/2029
VEN-01473,3,32,4,31/01/2016,31/12/2030
VEN-01474,1,19,4,01/01/2016,30/01/2030
VEN-01475,2,28,3,01/04/2021,02/04/2027
VEN-01476,1,32,3,01/03/2024,01/12/2025
VEN-01477,3,25,4,01/12/2017,30/11/2028
VEN-01478,2,29,4,02/05/2019,01/06/2028
VEN-01479,4,26,3,31/10/2020,31/12/2030
VEN-01480,3,31,4,01/04/2018,01/08/2030
VEN-01481,3,28,6,02/03/2025,01/05/2025
VEN-01482,2,20,3,02/03/2025,01/12/2026
VEN-01483,0,21,3,02/03/2021,01/04/2028
VEN-01484,2,25,3,30/01/2022,30/11/2028
VEN-01485,5,29,3,01/06/2024,01/08/2027
VEN-01486,0,29,5,01/12/2023,01/12/2026
VEN-01487,0,24,2,30/01/2021,01/12/2027
VEN-01488,1,31,4,01/06/2025,01/12/2029
VEN-01489,0,28,5,31/10/2018,31/08/2030
VEN-01490,1,23,1,31/12/2024,01/08/2029
VEN-01491,1,23,3,02/04/2019,01/04/2026
VEN-01492,2,32,3,02/07/2022,01/10/2030
VEN-01493,1,18,3,01/06/2024,01/05/2028
VEN-01494,2,32,7,01/03/2020,02/05/2029
VEN-01495,2,27,8,01/09/2019,02/03/2029
VEN-01496,2,28,3,01/06/2016,31/01/2028
VEN-01497,4,26,6,01/08/2021,01/05/2028
VEN-01498,2,35,2,01/08/2016,01/06/2028
VEN-01499,2,21,4,02/03/2021,30/01/2026
VEN-01500,2,31,9,01/04/2017,01/10/2029
VEN-01501,1,28,5,02/03/2023,31/01/2027
VEN-01502,0,26,3,01/04/2018,01/07/2029
VEN-01503,2,32,5,01/10/2023,01/06/2025
VEN-01504,3,32,2,01/08/2025,31/12/2025
VEN-01505,0,19,2,31/08/2024,31/10/2026
VEN-01506,1,34,4,01/12/2021,31/12/2026
VEN-01507,3,38,6,31/08/2024,01/12/2025
VEN-01508,1,26,5,02/03/2018,01/04/2029
VEN-01509,0,28,7,30/01/2025,31/08/2025
VEN-01510,4,37,6,01/04/2016,31/10/2025
VEN-01511,1,36,5,01/06/2022,31/10/2028
VEN-01512,0,23,5,02/05/2021,30/01/2029
VEN-01513,0,27,5,02/07/2018,30/01/2029
VEN-01514,2,21,4,01/12/2018,01/04/2030
VEN-01515,3,37,5,01/08/2017,31/10/2029
VEN-01516,4,23,3,01/01/2016,01/06/2027
VEN-01517,1,29,6,01/12/2022,31/12/2028
VEN-01518,4,26,6,01/10/2019,01/08/2026
VEN-01519,2,38,1,02/04/2019,31/12/2029
VEN-01520,2,32,5,02/03/2018,02/03/2030
VEN-01521,1,38,5,31/01/2023,01/07/2028
VEN-01522,3,29,2,01/05/2016,31/01/2028
VEN-01523,2,33,4,01/08/2023,31/10/2028
VEN-01524,2,32,2,31/10/2018,30/01/2030
VEN-01525,2,25,2,30/01/2017,02/07/2030
VEN-01526,1,19,3,31/08/2024,01/10/2025
VEN-01527,1,31,3,01/08/2020,30/09/2028
VEN-01528,0,22,4,01/03/2016,02/07/2026
VEN-01529,2,28,2,01/07/2024,31/08/2025
VEN-01530,3,24,5,01/12/2017,01/05/2025
VEN-01531,5,26,3,01/08/2017,31/10/2025
VEN-01532,1,33,2,02/05/2023,01/11/2027
VEN-01533,3,26,7,01/12/2018,01/04/2030
VEN-01534,4,22,6,31/01/2016,02/05/2030
VEN-01535,3,24,7,30/01/2022,01/10/2029
VEN-01536,2,32,6,02/03/2025,31/12/2028
VEN-01537,1,27,3,02/05/2023,31/10/2028
VEN-01538,1,22,3,01/08/2016,01/06/2025
VEN-01539,1,21,3,30/09/2016,31/12/2029
VEN-01540,1,25,2,01/08/2017,01/06/2025
VEN-01541,2,27,4,01/03/2020,31/10/2029
VEN-01542,2,22,5,02/04/2023,01/06/2029
VEN-01543,2,28,3,01/10/2019,31/10/2026
VEN-01544,3,17,6,01/05/2017,31/10/2025
VEN-01545,2,30,2,01/10/2017,02/05/2030
VEN-01546,4,30,6,01/05/2025,01/08/2026
VEN-01547,3,33,5,31/10/2018,01/05/2028
VEN-01548,1,23,2,01/06/2016,02/05/2029
VEN-01549,2,25,8,31/08/2024,01/12/2027
VEN-01550,0,20,7,01/12/2019,01/10/2026
VEN-01551,1,28,3,01/10/2019,31/01/2028
VEN-01552,3,25,6,30/09/2020,31/01/2028
VEN-01553,1,30,5,01/06/2018,01/11/2027
VEN-01554,0,26,1,31/01/2016,01/08/2027
VEN-01555,1,32,5,01/06/2019,01/08/2025
VEN-01556,3,28,4,31/08/2025,02/04/2027
VEN-01557,4,26,3,30/09/2020,01/06/2027
VEN-01558,0,38,5,31/10/2020,01/10/2026
VEN-01559,2,33,5,02/04/2023,01/12/2025
VEN-01560,3,24,4,01/08/2018,01/09/2027
VEN-01561,2,28,5,01/04/2020,01/08/2030
VEN-01562,1,29,6,31/10/2024,02/05/2026
VEN-01563,1,22,2,02/03/2018,01/04/2029
VEN-01564,3,27,3,31/10/2025,01/10/2030
VEN-01565,4,27,4,01/04/2017,31/10/2030
VEN-01566,2,34,4,01/11/2019,31/01/2027
VEN-01567,4,31,3,01/01/2016,30/01/2026
VEN-01568,2,31,5,01/08/2022,01/07/2029
VEN-01569,0,20,4,01/10/2023,31/01/2027
VEN-01570,2,30,4,02/03/2021,31/12/2026
VEN-01571,1,28,6,01/12/2017,01/06/2029
VEN-01572,0,38,8,01/10/2019,31/10/2026
VEN-01573,2,24,2,01/07/2021,01/04/2028
VEN-01574,0,27,5,30/01/2022,31/01/2028
VEN-01575,0,35,4,30/01/2018,02/03/2030
VEN-01576,2,23,9,01/11/2023,01/07/2029
VEN-01577,2,23,5,01/08/2025,01/06/2027
VEN-01578,2,23,4,01/08/2023,01/05/2025
VEN-01579,2,21,3,01/11/2023,01/10/2026
VEN-01580,1,31,4,31/01/2024,01/04/2026
VEN-01581,0,26,5,31/10/2022,31/10/2029
VEN-01582,1,22,1,31/10/2018,01/10/2029
VEN-01583,1,34,4,02/07/2023,01/07/2025
VEN-01584,1,28,4,01/08/2024,02/05/2027
VEN-01585,5,30,4,31/12/2021,02/03/2026
VEN-01586,0,25,5,01/04/2016,01/04/2030
VEN-01587,2,28,4,01/08/2016,01/06/2029
VEN-01588,0,22,1,01/12/2025,30/01/2026
VEN-01589,0,26,2,31/10/2025,01/04/2029
VEN-01590,2,33,5,01/12/2022,31/12/2029
VEN-01591,3,34,3,01/07/2024,31/08/2025
VEN-01592,1,32,4,01/12/2017,31/10/2028
VEN-01593,1,24,5,01/07/2024,01/05/2028
VEN-01594,1,27,2,30/01/2025,01/04/2026
VEN-01595,1,28,4,01/09/2023,01/08/2030
VEN-01596,5,22,4,31/01/2020,01/05/2025
VEN-01597,0,33,7,01/05/2024,31/01/2028
VEN-01598,0,25,3,31/01/2023,02/05/2030
VEN-01599,1,21,6,30/11/2020,31/01/2027
VEN-01600,1,36,2,01/05/2016,01/12/2026
VEN-01601,0,18,7,01/05/2017,01/07/2029
VEN-01602,1,31,4,01/10/2023,01/09/2026
VEN-01603,2,22,2,31/01/2023,01/03/2028
VEN-01604,2,32,5,01/04/2025,02/05/2026
VEN-01605,2,31,6,31/12/2022,31/08/2025
VEN-01606,1,38,8,01/11/2019,02/05/2027
VEN-01607,1,26,3,30/09/2020,30/01/2026
VEN-01608,3,24,3,02/03/2022,01/05/2028
VEN-01609,1,22,7,01/10/2025,31/01/2028
VEN-01610,1,24,3,30/11/2016,31/12/2027
VEN-01611,1,30,3,30/01/2022,31/10/2030
VEN-01612,5,23,5,31/10/2016,02/03/2030
VEN-01613,2,28,6,01/08/2018,01/10/2027
VEN-01614,2,29,4,31/12/2017,01/06/2026
VEN-01615,0,27,3,01/10/2021,02/07/2026
VEN-01616,1,28,6,31/08/2024,01/08/2029
VEN-01617,0,38,1,01/10/2023,02/03/2030
VEN-01618,3,21,7,01/06/2019,02/07/2030
VEN-01619,0,20,5,31/01/2020,01/08/2030
VEN-01620,5,33,3,31/12/2024,01/07/2025
VEN-01621,4,27,4,01/05/2017,30/01/2030
VEN-01622,1,29,3,31/08/2025,01/08/2029
VEN-01623,1,23,1,01/04/2021,01/04/2026
VEN-01624,4,21,5,01/01/2024,31/10/2026
VEN-01625,3,27,4,01/04/2024,31/10/2030
VEN-01626,1,29,3,31/12/2020,01/11/2027
VEN-01627,1,19,4,31/08/2022,01/04/2029
VEN-01628,2,22,1,01/06/2021,31/08/2025
VEN-01629,0,32,4,01/07/2016,31/12/2028
VEN-01630,2,25,5,02/03/2018,31/12/2026
VEN-01631,5,28,6,31/08/2022,01/10/2029
VEN-01632,4,29,5,30/09/2020,01/12/2025
VEN-01633,1,31,5,01/04/2022,31/12/2030
VEN-01634,0,25,5,02/05/2023,01/09/2026
VEN-01635,3,29,4,01/06/2021,01/09/2027
VEN-01636,1,24,6,01/08/2024,01/07/2025
VEN-01637,2,28,5,01/08/2023,31/10/2025
VEN-01638,0,36,2,01/04/2020,31/08/2030
VEN-01639,3,31,5,01/08/2018,02/05/2029
VEN-01640,2,33,2,02/04/2019,01/06/2030
VEN-01641,2,26,4,31/01/2016,02/03/2030
VEN-01642,0,30,6,01/11/2023,31/12/2028
VEN-01643,1,29,1,30/09/2024,31/12/2028
VEN-01644,1,24,4,01/09/2019,02/03/2027
VEN-01645,0,31,2,01/04/2020,02/05/2029
VEN-01646,3,33,5,01/05/2017,01/10/2030
VEN-01647,7,28,4,31/08/2024,01/09/2026
VEN-01648,2,31,4,02/07/2023,01/12/2030
VEN-01649,1,29,8,31/10/2021,01/05/2028
VEN-01650,1,26,4,01/10/2017,31/10/2029
VEN-01651,0,29,1,01/01/2024,02/05/2027
VEN-01652,2,19,6,01/06/2016,01/04/2029
VEN-01653,2,26,4,31/10/2024,01/07/2028
VEN-01654,1,22,3,01/08/2016,02/03/2027
VEN-01655,1,30,5,02/04/2019,01/06/2025
VEN-01656,1,32,5,01/08/2024,02/05/2030
VEN-01657,1,24,3,31/01/2016,01/04/2029
VEN-01658,1,27,2,01/07/2025,01/03/2028
VEN-01659,0,24,3,30/01/2022,01/06/2028
VEN-01660,2,33,5,01/09/2018,30/11/2028
VEN-01661,2,38,2,02/07/2022,01/06/2025
VEN-01662,3,24,2,02/03/2022,01/04/2026
VEN-01663,3,25,3,31/01/2023,31/12/2030
VEN-01664,2,21,4,01/03/2024,01/06/2025
VEN-01665,1,43,2,01/03/2020,01/12/2025
VEN-01666,4,36,4,01/07/2021,31/12/2030
VEN-01667,2,30,3,31/10/2017,31/10/2029
VEN-01668,4,26,5,01/07/2020,31/10/2028
VEN-01669,3,28,8,31/10/2020,01/08/2030
VEN-01670,6,22,6,01/05/2024,01/04/2029
VEN-01671,3,27,5,01/06/2023,31/10/2025
VEN-01672,2,33,4,01/08/2025,01/08/2025
VEN-01673,3,32,7,01/04/2016,02/05/2030
VEN-01674,2,27,2,02/03/2018,01/10/2027
VEN-01675,2,36,7,02/04/2023,02/05/2027
VEN-01676,3,28,7,01/06/2021,01/12/2026
VEN-01677,2,26,5,01/05/2020,01/12/2029
VEN-01678,0,30,3,02/07/2023,30/01/2030
VEN-01679,2,38,4,31/08/2024,31/10/2028
VEN-01680,2,36,3,01/06/2016,31/01/2028
VEN-01681,0,26,2,01/06/2022,31/08/2028
VEN-01682,4,22,3,02/05/2018,02/07/2027
VEN-01683,0,31,7,01/09/2019,01/06/2027
VEN-01684,1,25,2,01/12/2021,02/03/2026
VEN-01685,1,28,4,01/11/2019,31/12/2027
VEN-01686,0,32,5,02/04/2023,02/07/2027
VEN-01687,1,38,4,01/06/2023,01/12/2026
VEN-01688,2,22,2,01/09/2018,02/05/2027
VEN-01689,1,25,7,02/03/2018,02/05/2029
VEN-01690,0,28,3,01/10/2018,31/10/2029
VEN-01691,2,19,2,31/12/2018,01/12/2029
VEN-01692,2,28,3,30/01/2017,02/03/2030
VEN-01693,1,25,3,01/12/2022,01/12/2030
VEN-01694,0,31,4,31/10/2025,02/07/2027
VEN-01695,3,24,6,02/03/2023,01/06/2030
VEN-01696,1,33,4,01/09/2019,01/09/2027
VEN-01697,2,27,6,31/12/2019,30/01/2030
VEN-01698,2,27,1,02/03/2023,01/12/2030
VEN-01699,3,20,4,02/03/2018,31/10/2029
VEN-01700,3,25,4,01/04/2016,02/07/2027
VEN-01701,3,29,3,30/09/2024,01/06/2027
VEN-01702,3,29,3,01/10/2025,30/11/2028
VEN-01703,2,34,4,31/12/2018,31/12/2030
VEN-01704,0,34,6,30/01/2021,30/01/2026
VEN-01705,3,27,6,02/04/2019,01/10/2026
VEN-01706,0,25,3,31/10/2018,01/10/2027
VEN-01707,1,27,6,01/08/2025,01/12/2029
VEN-01708,2,21,6,01/06/2018,01/09/2026
VEN-01709,1,33,3,01/04/2024,01/12/2027
VEN-01710,1,23,2,01/09/2019,01/09/2026
VEN-01711,3,27,4,31/01/2016,02/05/2029
VEN-01712,2,23,7,01/04/2021,01/09/2026
VEN-01713,1,34,4,02/07/2022,31/10/2025
VEN-01714,0,28,3,31/10/2016,31/12/2027
VEN-01715,1,27,3,01/10/2021,01/05/2025
VEN-01716,3,26,3,01/03/2020,31/12/2026
VEN-01717,1,23,5,01/12/2023,31/10/2030
VEN-01718,3,22,6,30/09/2020,31/12/2029
VEN-01719,4,34,5,01/04/2025,30/11/2028
VEN-01720,2,26,3,01/06/2017,01/11/2027
