external_org_id,open_critical_vulnerability_count,average_critical_patch_age_days,security_incident_count_24m,penetration_test_high_finding_count,third_party_cyber_rating
VEN-01279,5,28.026514794673822,0,1,753.8530430568868
VEN-01280,2,75.15334707265895,0,0,731.6885132382104
VEN-01281,2,16.32234778991205,0,0,664.4468152973938
VEN-01282,2,52.41811027605387,0,1,898.5111227954678
VEN-01283,0,68.6237077292742,0,0,950.0
VEN-01284,1,18.81113782688989,0,0,767.2229793747624
VEN-01285,0,25.331649573269036,1,1,729.5715310830681
VEN-01286,1,4.243587472527514,0,1,739.5843437007642
VEN-01287,0,55.836124218949934,0,2,754.2220634754293
VEN-01288,0,58.651261154113946,0,0,821.1154599606416
VEN-01289,0,35.501030988776115,0,1,671.8879953120738
VEN-01290,1,21.374478295831164,0,1,733.0620250008214
VEN-01291,0,30.17625782696808,1,1,871.9744370456921
VEN-01292,0,27.12290400835778,0,1,730.7118921124854
VEN-01293,1,91.10706471007228,1,1,710.1662928995812
VEN-01294,1,10.39537857560676,1,0,804.3953712851697
VEN-01295,2,58.921063453086006,0,0,845.7092434742393
VEN-01296,1,11.116661203216536,0,1,685.6816713901502
VEN-01297,3,44.92152841266721,1,0,880.3632711990708
VEN-01298,0,35.15218300138251,0,0,715.1168881819096
VEN-01299,2,22.90139580222802,0,0,654.4505686535794
VEN-01300,2,35.33930746689449,0,1,924.665072710196
VEN-01301,2,39.25382090489398,0,2,846.7626487409999
VEN-01302,1,16.739084353926405,0,2,609.2191789532612
VEN-01303,1,14.126418047120607,0,1,798.0548887302785
VEN-01304,2,27.911649181312782,0,0,850.3251277578112
VEN-01305,2,19.98800588012586,0,1,742.9840601385722
VEN-01306,1,62.13928494275746,1,1,653.6174560695832
VEN-01307,2,45.79767647268423,1,0,834.2040323067256
VEN-01308,2,26.64840576029654,1,0,911.7823874203264
VEN-01309,0,29.9553587058544,0,0,739.0384699106448
VEN-01310,2,23.604028493945584,0,1,748.8559244914678
VEN-01311,0,5.7444141818508925,0,1,623.7273180837001
VEN-01312,2,52.69440528075478,1,0,714.67635802039
VEN-01313,2,12.17723874735274,0,0,639.3798384507055
VEN-01314,1,21.668745921230112,0,0,562.6654141866293
VEN-01315,1,26.96648266860377,0,0,758.7819435934016
VEN-01316,2,26.25453227948432,0,0,795.7755751551892
VEN-01317,2,61.4753429347909,0,1,706.6665484405802
VEN-01318,1,38.8270956143641,0,0,606.5698281561139
VEN-01319,0,75.00403706112967,0,2,651.5275917872144
VEN-01320,1,34.812648696180005,1,0,660.6865987515023
VEN-01321,1,64.41560698925649,0,0,874.6786463384376
VEN-01322,2,47.28770350549128,0,0,834.4634553608817
VEN-01323,2,79.71064488090032,0,3,772.5410892886939
VEN-01324,2,69.22563189623128,0,0,681.0744878018282
VEN-01325,0,45.82200769019248,0,0,836.6932656666443
VEN-01326,1,29.061462152178265,1,1,720.0540094891194
VEN-01327,0,16.595246936715235,0,1,728.7613858741103
VEN-01328,3,45.27308615979911,0,2,568.3632711180167
VEN-01329,0,19.55293649537783,0,0,595.2971358547179
VEN-01330,1,32.121866011299524,0,0,754.8006005654273
VEN-01331,1,18.93200659072614,0,0,780.2651253207433
VEN-01332,1,34.16944320444321,0,0,871.3038860536924
VEN-01333,1,40.95418305530942,1,0,732.1920645268788
VEN-01334,0,39.44096826867454,0,0,753.0792345272056
VEN-01335,1,38.1926497241048,0,1,571.0669522130155
VEN-01336,0,38.16789137332714,0,1,689.2730429453053
VEN-01337,2,33.7526658404752,1,0,673.5092191770431
VEN-01338,1,108.1387023758375,1,1,775.022870491073
VEN-01339,0,12.322859095822588,0,0,846.8319430142391
VEN-01340,3,35.6407703763568,0,1,768.0153489453149
VEN-01341,2,70.5354442994162,0,1,741.8764027368973
VEN-01342,1,23.80250071143255,1,0,634.3610364169394
VEN-01343,2,37.17442019013592,0,0,694.1388214932815
VEN-01344,3,71.22226495868355,1,0,800.0054035180377
VEN-01345,0,28.354577574218304,0,1,754.8447895363499
VEN-01346,1,73.18588039753575,1,0,556.4299648221238
VEN-01347,2,32.10046837919782,0,0,776.8742884790411
VEN-01348,0,44.10965853005393,0,1,802.0964345588274
VEN-01349,2,38.8962041071046,0,3,631.1843646562617
VEN-01350,1,34.41166566011,1,0,824.7114344216288
VEN-01351,2,36.29736350429641,0,2,807.4731250022899
VEN-01352,0,19.716739667577254,0,0,841.6903421974995
VEN-01353,0,42.974913546069466,0,0,800.1010636465047
VEN-01354,0,28.76903348978393,0,1,845.3241910439491
VEN-01355,0,34.48190353516885,0,0,745.0559064364091
VEN-01356,0,31.63467207993621,0,1,818.8088946423042
VEN-01357,1,48.550610776597566,1,0,755.9370298486958
VEN-01358,1,34.95262744072834,0,1,686.8365092757963
VEN-01359,0,46.16119528177511,0,0,893.1031376764802
VEN-01360,2,24.113388997393223,0,1,781.8362988616491
VEN-01361,2,23.09962197441127,0,0,707.3277691962347
VEN-01362,0,46.20572351600661,0,1,711.797297988026
VEN-01363,0,65.87495644536902,2,3,735.950643136569
VEN-01364,0,19.83952437035149,0,1,696.8318364025214
VEN-01365,0,7.339975218471225,0,1,769.0804662381814
VEN-01366,2,16.334927134461946,1,0,767.2611945827429
VEN-01367,0,32.77007299630309,0,2,631.8858763875787
VEN-01368,1,7.923311111725079,2,1,652.8666562143248
VEN-01369,2,35.72148952634486,0,2,629.1277597420283
VEN-01370,0,11.283916281322732,0,0,815.9891304407267
VEN-01371,0,22.906518143029423,0,1,831.5433720801875
VEN-01372,0,97.086970249584,0,0,808.0296513894804
VEN-01373,0,61.244794821287385,0,0,844.4037887746267
VEN-01374,1,21.6535396608216,0,0,883.5472638268061
VEN-01375,0,4.792873885685346,0,1,761.141265786318
VEN-01376,1,38.188443702757226,1,0,882.8134291252845
VEN-01377,2,34.55303177726679,1,1,735.5757405431133
VEN-01378,0,31.657497186493025,0,1,840.8931107992616
VEN-01379,1,108.82746772703828,0,0,744.0791506861997
VEN-01380,3,19.16665660474565,0,0,749.229607261919
VEN-01381,2,42.625838122150725,0,0,800.2470652029917
VEN-01382,1,34.298837007533706,0,1,754.0796929484567
VEN-01383,1,10.971363965093994,0,1,870.6855365692669
VEN-01384,1,56.63132447791598,0,1,749.5016904229748
VEN-01385,2,12.250329811544692,0,0,866.5109059917073
VEN-01386,1,7.441069698069698,2,0,950.0
VEN-01387,2,14.793861342093034,0,0,723.3173846601815
VEN-01388,4,9.857747025970788,0,0,704.0190025996535
VEN-01389,4,42.37105979065192,1,1,624.9003119397279
VEN-01390,0,33.1527375345581,0,0,713.8387846529976
VEN-01391,1,23.04338997857289,1,0,631.8227687438791
VEN-01392,0,9.63140580433504,0,0,737.1037262960207
VEN-01393,1,27.13979892211459,0,0,855.5335405104566
VEN-01394,2,43.361606900564254,1,0,867.7968528914964
VEN-01395,1,22.939698395246285,0,1,909.261789625292
VEN-01396,1,57.58689492851138,0,0,743.8351009707562
VEN-01397,2,60.05557681677237,0,0,887.3661284635624
VEN-01398,0,80.38129322018322,0,0,684.7286108369049
VEN-01399,1,15.230155132674604,0,2,744.234224233421
VEN-01400,0,12.808803388185536,0,0,764.1830249296883
VEN-01401,0,56.933430101560745,1,0,752.7622877363087
VEN-01402,0,67.84366331852397,1,0,652.7658895711038
VEN-01403,1,18.588048988523163,0,0,777.3225781348937
VEN-01404,0,29.323095136335382,0,0,729.7857974424048
VEN-01405,0,32.20809559626343,0,0,898.0018552914826
VEN-01406,0,20.719869564902925,1,0,691.6614027461999
VEN-01407,4,52.142369891291175,0,0,856.603703868701
VEN-01408,0,30.71856042458521,0,0,547.2947274324331
VEN-01409,0,29.61676979730768,0,0,824.6833432715346
VEN-01410,2,29.336384010608388,0,1,741.0759792184423
VEN-01411,3,7.583084110710951,0,0,781.2868146821179
VEN-01412,0,13.655715967066705,0,0,845.6784862191611
VEN-01413,4,44.0834886269998,0,1,636.247344788766
VEN-01414,0,20.70394904441522,0,0,944.8104138575288
VEN-01415,2,10.82520871976125,0,0,767.7656081068675
VEN-01416,3,16.32638600886339,0,0,692.2703123144622
VEN-01417,0,29.09674757922884,0,2,818.3830278371466
VEN-01418,1,12.610792812527134,0,1,824.6139116576336
VEN-01419,0,58.32590576827653,2,0,760.2996955244321
VEN-01420,2,15.758188947300884,0,0,647.9552337351537
VEN-01421,1,21.105326234075545,0,0,940.2635885075592
VEN-01422,0,96.86510042452473,1,0,818.6428805035471
VEN-01423,3,20.79839460451935,0,0,669.4813314636507
VEN-01424,2,11.150424046328364,0,0,699.1522810422625
VEN-01425,0,49.07963723392882,1,0,854.940944280269
VEN-01426,2,74.89562050348613,1,2,697.3184206585639
VEN-01427,0,59.09235729569745,1,1,831.515005633212
VEN-01428,0,55.39681775020629,1,0,670.0585152477763
VEN-01429,3,16.98932053098219,1,0,735.5479085019126
VEN-01430,4,74.00727816162194,0,0,739.8071482293702
VEN-01431,1,73.35765812582191,0,0,858.8311947340874
VEN-01432,2,10.619381974801415,1,0,728.7260473616107
VEN-01433,0,74.88260788090669,0,2,642.6900058901806
VEN-01434,2,57.94484137541481,0,0,929.6623164544932
VEN-01435,3,20.755384910261355,1,0,827.9967625095012
VEN-01436,0,22.761641683301384,2,0,772.7538785006162
VEN-01437,1,13.188017716492883,1,1,630.6208159006484
VEN-01438,0,47.53869348332159,0,1,743.6014067149356
VEN-01439,3,22.446721601631133,0,0,764.2031414565239
VEN-01440,2,11.324635743279654,0,1,608.7282896831236
VEN-01441,0,28.207262745127693,0,1,866.9944834498854
VEN-01442,1,69.3582544988028,0,1,782.9450161827731
VEN-01443,0,57.767227818193966,0,1,749.2052647757337
VEN-01444,1,13.246595446928794,0,0,669.6323669400743
VEN-01445,2,29.64210302193062,0,1,950.0
VEN-01446,0,3.0932765452194118,0,1,850.5986497872561
VEN-01447,1,6.749994722460653,0,1,707.5369854253321
VEN-01448,2,18.525255731557166,1,0,561.2254893046274
VEN-01449,1,3.1577695189595323,0,1,623.798480021503
VEN-01450,2,28.2842659944862,0,1,765.8558708892763
VEN-01451,2,49.1072323785562,1,0,845.440334717079
VEN-01452,3,40.73221066348467,1,0,750.2207556581753
VEN-01453,0,21.19507548290575,0,1,774.702333351424
VEN-01454,0,55.72021065280063,1,1,752.0368150415795
VEN-01455,0,18.20084864196439,0,1,827.6139860045207
VEN-01456,4,79.22346384794812,1,0,636.0961524330353
VEN-01457,0,24.94429892044381,0,0,609.1403995072174
VEN-01458,1,45.02114045501898,0,0,732.6142282251825
VEN-01459,1,13.228419339039784,0,1,729.265753341155
VEN-01460,1,11.137300422847645,0,1,646.040782043854
VEN-01461,0,27.6012919554518,0,0,901.1762783262102
VEN-01462,0,20.024560077985804,0,0,871.3977753780433
VEN-01463,1,14.065324987459997,1,1,584.5098119102474
VEN-01464,0,58.59017884436725,0,1,730.1246754811698
VEN-01465,1,63.35790593875502,0,0,673.7321035343932
VEN-01466,2,21.75849339640877,1,0,700.0315402151733
VEN-01467,3,8.03388790523546,0,0,564.268796424796
VEN-01468,3,24.723564193229983,0,1,775.9873453687834
VEN-01469,1,38.946476509900165,0,0,807.1718715644442
VEN-01470,1,40.95426515906951,1,0,576.4094540708406
VEN-01471,1,41.60177987366567,0,1,764.4524242159385
VEN-01472,1,54.48892118027864,1,0,782.9257601384348
VEN-01473,2,52.34919176574402,2,1,743.5543495768671
VEN-01474,2,29.925259400195905,0,2,701.6434211597164
VEN-01475,1,3.7799686899379754,0,0,804.6373145120743
VEN-01476,2,28.362636574836085,0,0,902.0224787364748
VEN-01477,0,74.71353583322275,0,1,660.4201398179339
VEN-01478,4,24.218143018520568,1,0,544.839121852339
VEN-01479,1,27.71383057359264,0,0,790.5129303251464
VEN-01480,2,32.3605282014189,0,2,830.5921574000463
VEN-01481,2,4.867308843588418,0,0,801.8677466106575
VEN-01482,1,33.42281240692943,1,2,690.2102478580043
VEN-01483,1,41.30950711335062,0,0,822.6934469212831
VEN-01484,1,34.78201859990706,0,0,637.7173768783166
VEN-01485,0,51.8332514319806,0,1,932.9519177418108
VEN-01486,0,21.722863619936973,0,0,807.9335313585709
VEN-01487,3,30.64370187584552,0,0,771.4041307991155
VEN-01488,3,14.625221674192522,0,0,780.0151135494515
VEN-01489,1,18.05405642912848,0,0,794.620764269453
VEN-01490,0,55.82444087790573,2,1,701.5467937239946
VEN-01491,2,69.60420970835165,0,0,913.605488267434
VEN-01492,1,94.95038298073248,0,0,619.7983563306964
VEN-01493,0,50.92974407635046,1,0,815.8259784359193
VEN-01494,0,43.2085635228478,0,0,631.7146180515476
VEN-01495,1,16.270842949501986,0,1,703.6530097982942
VEN-01496,0,42.3005058713238,1,0,520.6665368522147
VEN-01497,0,44.31323962259738,0,0,698.6158709327376
VEN-01498,2,23.22871413246829,0,0,823.3196442560279
VEN-01499,1,38.476694707797925,0,0,694.3630907224954
VEN-01500,0,33.71595960544127,0,0,741.8947262851532
VEN-01501,1,20.522875438465757,1,0,825.2529290692235
VEN-01502,2,9.394219820236865,0,1,816.4601337304969
VEN-01503,1,60.10888764380213,0,0,629.2161602243478
VEN-01504,1,8.733748549705458,0,1,669.098521779345
VEN-01505,0,14.858506885578862,0,1,697.6942489716007
VEN-01506,2,9.463995318633913,1,0,670.5103080336249
VEN-01507,2,73.52610890457763,1,0,682.6253638791288
VEN-01508,0,7.946812684471618,0,0,863.6176853046379
VEN-01509,1,14.459247581984696,1,0,671.73582376917
VEN-01510,1,27.396971472832973,1,0,931.023473678708
VEN-01511,2,11.401466362284298,0,0,874.2115315428051
VEN-01512,1,59.97528622823594,0,0,889.5347868177629
VEN-01513,2,19.91012219235924,1,1,784.181656314411
VEN-01514,2,42.63744476290296,0,0,728.8240044382158
VEN-01515,1,39.62977153733205,0,0,666.6272494516074
VEN-01516,1,24.545287335415612,1,0,574.1128458988991
VEN-01517,1,58.17669035089224,2,0,718.0922598570093
VEN-01518,3,17.510406689198895,0,1,888.8503675689412
VEN-01519,0,32.441886971959235,0,0,822.2166862251405
VEN-01520,1,3.267067835399704,0,1,752.0705865325673
VEN-01521,1,12.16348293717181,1,1,785.800810654883
VEN-01522,2,32.846888227217455,1,0,625.0892974145215
VEN-01523,0,25.065058990484182,0,1,810.0139580226622
VEN-01524,1,28.67263548015484,1,0,749.240499220661
VEN-01525,2,35.692800162126545,1,0,699.747047326625
VEN-01526,3,32.93322167497568,0,0,851.2333044435361
VEN-01527,1,41.43363784718011,0,3,768.3061844319693
VEN-01528,2,36.62443577162913,0,0,907.3099479110366
VEN-01529,3,71.73781665282394,1,3,715.743570429964
VEN-01530,1,33.4658407269533,0,0,729.7263341301575
VEN-01531,5,74.1010058633137,0,1,750.8098162930044
VEN-01532,1,53.58694467671816,0,2,759.7285308389712
VEN-01533,1,35.122160453064886,0,0,822.5486727115599
VEN-01534,1,31.646738553393472,0,0,887.9410340740222
VEN-01535,1,41.55429262956683,0,1,672.4513610263598
VEN-01536,1,87.74456835300333,1,2,709.2109790146333
VEN-01537,3,23.63006132355272,0,1,910.389762736268
VEN-01538,1,63.807885076583965,0,2,795.3438490898645
VEN-01539,1,22.39220415846969,1,1,834.0671730101252
VEN-01540,1,59.18963450634213,1,0,798.2862577079962
VEN-01541,1,8.496307056585986,1,0,681.7476125109312
VEN-01542,1,7.422078881870091,0,0,810.03899868178
VEN-01543,0,33.63461696241585,0,1,835.871789852175
VEN-01544,1,25.987085530965835,1,0,697.3579813305003
VEN-01545,0,16.157179992477573,0,0,523.7936234920127
VEN-01546,2,43.67879818574567,0,0,921.8125680349356
VEN-01547,1,10.908307034197,0,0,683.4390367092554
VEN-01548,0,38.0050181280708,0,0,875.3365716028451
VEN-01549,2,76.9046473154168,0,0,633.0656659042829
VEN-01550,2,25.6736663936526,1,1,685.1879701063853
VEN-01551,1,57.22811377942121,1,2,679.1576575081242
VEN-01552,0,33.3516436428582,0,0,710.3892269745
VEN-01553,0,10.110098385552991,0,1,668.1228448432003
VEN-01554,0,57.3440496630892,0,0,483.6639173053794
VEN-01555,1,35.25597808512659,0,2,767.6362195665154
VEN-01556,1,26.31637466001276,1,1,663.5508563288809
VEN-01557,1,11.296643349477188,0,2,818.4877595222465
VEN-01558,1,25.362765671134685,0,0,926.8070446749686
VEN-01559,1,28.804940795730367,0,0,924.6442428222854
VEN-01560,2,31.901115742859037,0,2,712.1431429210497
VEN-01561,0,16.80194136518172,0,0,667.894654433796
VEN-01562,1,46.50300916364401,0,0,574.4035759757902
VEN-01563,1,22.75371596336894,0,1,950.0
VEN-01564,4,27.9455625327767,0,0,659.0597214124122
VEN-01565,1,59.4071747509481,0,2,840.4475479914109
VEN-01566,2,22.33154707797143,0,0,771.4985869948189
VEN-01567,1,38.30839996606591,0,0,654.2000716235668
VEN-01568,0,45.22172117913028,0,2,772.699796080106
VEN-01569,0,90.5569772002248,0,1,799.1355207037088
VEN-01570,1,28.843784591694455,0,0,797.5442623027209
VEN-01571,1,28.153163407120868,1,2,738.1464211116479
VEN-01572,2,23.355343939986295,1,0,715.5585116081684
VEN-01573,0,20.21670422171892,0,0,839.7805477035331
VEN-01574,0,18.931534101285404,0,1,725.8855899075613
VEN-01575,1,23.097574398452124,0,0,861.0769211949394
VEN-01576,1,67.58997290061747,2,0,857.6498642036117
VEN-01577,2,58.44167217144339,0,1,670.504030503154
VEN-01578,0,36.56330697214605,1,1,719.3395645644187
VEN-01579,0,31.582902548734506,0,0,819.0483097071321
VEN-01580,2,12.56745323228394,1,0,757.6711841200746
VEN-01581,1,65.24201572644169,0,3,803.8265250325167
VEN-01582,1,22.075831035136247,0,0,637.0832238582473
VEN-01583,1,35.308932123148175,1,0,688.6518811772335
VEN-01584,2,10.611186519786692,1,0,701.3036337075742
VEN-01585,0,3.789988811675965,0,1,919.6001103007272
VEN-01586,2,53.97896622394424,1,1,676.4002987840172
VEN-01587,1,31.66983876114945,0,1,682.2713863986825
VEN-01588,1,30.55201404122016,0,0,725.3488699080204
VEN-01589,0,22.1351757478702,0,0,762.5740016693658
VEN-01590,1,29.7724655621384,1,0,779.9898529136668
VEN-01591,0,46.85594949029384,1,0,887.6358393982739
VEN-01592,1,21.46030459339521,0,0,650.4456245999788
VEN-01593,1,85.33088858252316,0,0,760.0085144871907
VEN-01594,0,49.47636030339746,0,1,743.5190495202203
VEN-01595,1,38.74632049743904,0,0,774.9644940449828
VEN-01596,2,49.48032521508401,0,1,635.5969798503395
VEN-01597,1,15.723249907738651,0,0,733.929047257947
VEN-01598,3,11.769059664229614,0,1,693.9833765165884
VEN-01599,2,41.59974024844767,1,0,772.718178802476
VEN-01600,5,38.84302434562904,0,0,792.2162713866344
VEN-01601,0,43.24401860226725,0,1,712.9948148205816
VEN-01602,0,35.322431333612435,0,2,787.6556714542558
VEN-01603,1,38.16179675211015,0,0,924.5433620348626
VEN-01604,1,102.0732866050973,0,2,706.6196336675692
VEN-01605,3,29.9041264783885,0,0,743.4301684191748
VEN-01606,2,23.87583380185665,1,0,815.9652875977387
VEN-01607,1,23.357980034034444,2,0,610.375256214796
VEN-01608,1,37.61359377659594,0,0,800.7470342356258
VEN-01609,0,20.505041967039737,0,0,829.9596932536869
VEN-01610,1,15.337611715961868,0,2,678.3667802529847
VEN-01611,4,42.500478552974336,0,1,861.3684743159872
VEN-01612,0,53.55300545360241,2,1,676.9958335072238
VEN-01613,1,40.894455871619456,0,0,842.7921712563634
VEN-01614,1,64.0475877791102,0,0,751.3562106617138
VEN-01615,1,44.15421762004477,1,1,706.6281942107298
VEN-01616,1,41.95559203860039,1,0,781.1336845449422
VEN-01617,1,31.16519697274095,1,1,813.2153771222377
VEN-01618,2,89.99573299485998,1,1,757.2395403996792
VEN-01619,1,12.924922273009736,1,0,741.333676446231
VEN-01620,3,44.44005233468399,0,0,793.3829636293266
VEN-01621,3,61.89461099556749,0,0,708.9576664591641
VEN-01622,1,9.558458103195155,0,1,760.7249537024303
VEN-01623,4,65.67504659489624,1,0,753.8054659680276
VEN-01624,2,21.067418902060474,0,0,746.2122533348266
VEN-01625,1,6.363959540394434,0,0,768.8840844710887
VEN-01626,1,21.08512731852991,0,0,752.534082232092
VEN-01627,1,14.980843041866232,0,1,712.8283935693029
VEN-01628,1,14.810974510504982,0,0,784.5186019422111
VEN-01629,0,17.796156988784062,0,0,706.997918577182
VEN-01630,1,7.959152560256911,0,1,800.1418981888069
VEN-01631,0,46.32833140544177,0,0,753.9235790584776
VEN-01632,1,34.993679119978665,0,0,794.8924872596216
VEN-01633,1,22.7292278883122,0,0,675.9205207528668
VEN-01634,0,20.726530782612443,0,1,743.4681395684311
VEN-01635,3,38.12267852683861,0,0,811.8161881042156
VEN-01636,0,37.90453022087419,0,0,814.0181995993628
VEN-01637,1,5.8788788464951285,1,3,853.7921491150732
VEN-01638,4,14.563986077120004,1,0,870.3387927395288
VEN-01639,0,26.521829786653417,0,0,697.3745309957579
VEN-01640,1,26.02040281833909,0,1,925.3398523766743
VEN-01641,1,21.643468729579663,0,0,851.0999566948722
VEN-01642,1,44.06646198538711,0,1,680.0557801903741
VEN-01643,1,33.69314366335982,1,1,802.1730927254131
VEN-01644,0,41.00601385471688,1,0,819.5033821155986
VEN-01645,1,12.402309749302564,0,1,588.6653774861174
VEN-01646,0,8.433508076298105,0,0,692.8542493364781
VEN-01647,1,14.18518084488968,0,0,818.9106097726192
VEN-01648,3,25.629724972473287,2,1,880.492605909719
VEN-01649,1,34.047648654055415,0,0,690.9204455857137
VEN-01650,0,37.02109323926118,0,0,835.6873075828571
VEN-01651,1,29.207323135432368,0,1,825.3172011593629
VEN-01652,2,30.59381189315293,0,0,712.368374814449
VEN-01653,1,15.774590293284508,0,0,563.7240318834532
VEN-01654,1,6.02852965195095,0,0,844.197282510822
VEN-01655,1,71.95108192553553,1,1,771.1008666543164
VEN-01656,0,22.395208615515763,1,0,827.9326183612919
VEN-01657,1,28.085421103586413,0,0,820.2507102403596
VEN-01658,0,13.089328181586918,0,1,950.0
VEN-01659,1,15.77736341753208,2,0,911.0160723801972
VEN-01660,1,141.98197999069717,1,0,903.3191553171202
VEN-01661,4,21.261845882371684,0,2,659.7355967721546
VEN-01662,1,21.18854949983828,1,0,950.0
VEN-01663,3,43.72993764122928,0,0,612.148401261057
VEN-01664,3,39.41462872429823,0,1,669.5727118079877
VEN-01665,1,12.7390546172308,1,0,853.5621839395291
VEN-01666,2,52.78513390042798,0,0,730.5656017835396
VEN-01667,1,27.54672229686209,0,0,727.2645887980148
VEN-01668,0,46.336712299970536,0,0,714.2655261085412
VEN-01669,0,49.45260530068079,1,1,742.6527177716818
VEN-01670,0,62.7687830345482,0,1,678.7639738175865
VEN-01671,1,24.14798953973815,0,0,730.2379717391934
VEN-01672,3,47.46844742615173,0,3,682.6911950164917
VEN-01673,2,49.50889061222935,1,1,661.4789663180374
VEN-01674,1,61.10041035209654,1,0,736.3875042583486
VEN-01675,0,77.23057594054256,1,0,758.478553436916
VEN-01676,2,14.069016238720073,0,0,728.2722611453216
VEN-01677,0,30.31675797715281,0,2,894.5679632399837
VEN-01678,1,12.354275229984951,0,0,766.5910540392368
VEN-01679,3,22.652795877322383,0,0,745.5332916583237
VEN-01680,2,73.90055846060098,0,0,690.3639510772059
VEN-01681,1,21.032727417238597,1,0,732.2307852279224
VEN-01682,1,35.77868328145054,0,1,616.1301013034079
VEN-01683,1,65.40536355927759,0,1,890.9205503673614
VEN-01684,1,8.560368366442344,2,0,774.7923709854294
VEN-01685,0,63.387029762215015,1,0,604.791384302104
VEN-01686,1,42.55481401989525,1,1,922.5447363036594
VEN-01687,1,21.532470647890207,1,0,744.9881161962231
VEN-01688,0,37.08376460337173,0,2,706.5170457393737
VEN-01689,0,47.418913974942434,0,0,597.4190379389681
VEN-01690,1,44.4905620636977,1,3,699.2117706735543
VEN-01691,3,41.164829121876096,0,0,681.6193473545635
VEN-01692,1,42.4389852348574,0,0,685.9612630581854
VEN-01693,3,22.666111279387565,1,0,875.0077581656858
VEN-01694,0,71.85625511301677,0,1,903.1492844806252
VEN-01695,1,16.989539752910634,0,0,852.3672753855823
VEN-01696,1,38.05865573126287,0,0,770.0326183641137
VEN-01697,1,34.30722119600014,0,0,950.0
VEN-01698,2,75.32040519366186,2,0,781.5837005416948
VEN-01699,2,36.93020499294179,0,0,698.738475318081
VEN-01700,2,85.90062742308986,0,0,793.2794553560474
VEN-01701,1,50.38031548587292,1,0,950.0
VEN-01702,2,49.12218332033552,0,2,850.7052193260939
VEN-01703,1,57.54114782760704,1,0,818.3705346795898
VEN-01704,2,13.260262111778548,0,2,682.8854523727343
VEN-01705,1,34.246975685140825,0,2,674.6444987830688
VEN-01706,0,82.90992828843576,0,1,762.2838138034434
VEN-01707,1,56.64233638987248,0,1,590.6155207734905
VEN-01708,0,13.25931200394858,1,0,923.6996858482314
VEN-01709,1,24.68108368330864,1,0,875.7330980681646
VEN-01710,0,59.66470589535155,2,1,755.615655836292
VEN-01711,1,19.94242220202704,1,0,725.7929689436478
VEN-01712,0,17.42641532604616,1,1,830.0808451486176
VEN-01713,0,76.58054564845287,0,0,683.5812897833418
VEN-01714,1,28.68351300657844,1,1,643.1306605659994
VEN-01715,2,25.19331847119555,1,0,615.0903179048014
VEN-01716,0,46.7608965844504,0,0,792.0675105391067
VEN-01717,1,25.17355064085269,1,0,715.2007198724833
VEN-01718,0,75.5779369904311,1,0,786.8796278222792
VEN-01719,0,51.45041762761626,1,0,622.2957070066778
VEN-01720,1,23.06739354439999,0,0,640.032707935239
VEN-01721,1,60.05056162679914,2,1,665.1944224137189
VEN-01722,1,18.03438932865516,1,0,574.0396095926048
VEN-01723,1,18.20169752375073,1,1,674.3465025187929
VEN-01724,0,29.13132897485856,0,1,658.243615496683
VEN-01725,2,14.719585216764967,1,0,693.4877162601239
VEN-01726,3,28.007732896171653,1,0,660.9180279907276
VEN-01727,3,13.508006529774915,2,0,594.7851615453314
VEN-01728,4,19.48897102919385,1,2,891.4754087195379
VEN-01729,0,12.170173738798733,0,0,859.8977980848153
VEN-01730,0,9.667089667770831,1,0,739.0223393167039
VEN-01731,1,31.80684307762988,0,0,783.6055054902891
VEN-01732,2,25.014892631909,0,0,707.59086523406
VEN-01733,0,58.86815993861235,0,0,867.2238459801853
VEN-01734,4,40.06130818200469,0,0,835.5432261717503
VEN-01735,1,24.886589581127637,0,2,897.250713509148
VEN-01736,1,17.55647045162621,0,2,697.3920036833335
VEN-01737,0,24.91052928230448,1,2,818.9345561869281
VEN-01738,4,6.685468998399408,0,1,854.1553746088549
VEN-01739,0,54.78584783319044,0,0,812.8145902790845
VEN-01740,0,36.60528937839628,0,1,762.9113784185179
VEN-01741,3,42.296020150587154,0,0,571.5410206736543
VEN-01742,0,42.39904014725926,0,1,794.6790404294625
VEN-01743,1,60.854237146031,0,2,731.0240254316116
VEN-01744,2,14.769676103675296,1,1,884.3023171603345
VEN-01745,4,9.833734848433387,1,1,756.4082720433245
VEN-01746,0,62.41121129851271,0,0,860.9193046228619
VEN-01747,0,45.15364091225235,0,0,875.0547494274548
VEN-01748,0,21.3722827121746,0,0,800.5324795848722
VEN-01749,2,13.882486239042068,0,1,884.8859869515079
VEN-01750,1,22.876739757847467,0,0,598.3026291116364
VEN-01751,1,67.9298679083593,1,0,804.3787084410202
VEN-01752,1,81.06829690711258,1,0,728.2542171443491
VEN-01753,1,25.10928364360985,0,0,710.6922373251172
VEN-01754,2,44.597160012740574,0,0,593.7885762963278
VEN-01755,1,24.939974147290783,0,0,875.5598594223344
VEN-01756,2,13.053211925278031,1,0,805.6525441564979
VEN-01757,1,19.63370329785913,2,1,822.3141286097868
VEN-01758,2,45.250905795446656,0,3,782.3938009103163
VEN-01759,2,15.098824282945372,0,0,746.409513427481
VEN-01760,0,40.71182333733693,0,1,716.514361406095
VEN-01761,2,17.15715805053378,1,1,714.9976456254519
