vendor_reference,business_service_dependency_pct,viable_alternative_provider_count,single_region_delivery_pct,declared_subcontractor_count,relationship_manager_change_count_24m
VEN-01139,72.39106979644501,1,25.693589720819737,2,0
VEN-01140,76.38714101173034,0,51.356484245887415,4,1
VEN-01141,15.496120949182329,1,46.31327332502189,2,0
VEN-01142,24.995955041699176,1,57.098987159754046,4,0
VEN-01143,40.28440674729566,4,75.90694279046505,1,1
VEN-01144,29.99234086097948,3,50.37051776901456,2,0
VEN-01145,57.80333653171324,3,33.55116355058054,2,0
VEN-01146,33.52249727732984,1,48.627963694553785,8,0
VEN-01147,24.849359966461783,0,56.67519262242608,2,1
VEN-01148,21.46003570536585,1,15.640970328726404,4,1
VEN-01149,69.58660217658577,2,22.167632951952392,0,1
VEN-01150,14.676055018603837,2,69.50169259924795,7,0
VEN-01151,85.85131381196504,2,69.3672387910612,4,0
VEN-01152,10.290064026825538,0,32.49176386037706,3,0
VEN-01153,3.779377264188908,3,33.781787349816966,0,1
VEN-01154,73.16289222138872,1,40.43571003536698,6,0
VEN-01155,78.54076565593296,4,49.28778404995714,5,1
VEN-01156,33.47995408412408,0,39.06229029469179,4,1
VEN-01157,28.70865291098872,3,4.522826072897508,2,1
VEN-01158,32.91240042084653,2,23.627016271652685,2,1
VEN-01159,14.789982660859872,3,32.06937631773197,4,1
VEN-01160,29.978496308244534,1,73.17869767688276,2,2
VEN-01161,57.355265124231295,4,47.8311268705242,6,0
VEN-01162,20.758082980442637,1,81.23433134843869,4,0
VEN-01163,41.03706318741347,2,15.626035503280486,1,0
VEN-01164,20.730030338719345,3,63.39569899323367,3,1
VEN-01165,29.726975471922053,1,27.833564189651334,1,0
VEN-01166,61.82354806189093,0,38.952573145855006,2,0
VEN-01167,5.157135490209575,3,27.21030893103987,4,0
VEN-01168,7.544861117138356,3,10.515509575814775,2,2
VEN-01169,41.99556020238535,3,53.153130812114526,4,0
VEN-01170,13.81809044629877,4,49.54581894320288,9,2
VEN-01171,37.26397115810709,1,58.490423703421015,1,0
VEN-01172,26.01418003039271,4,85.96224758877817,5,0
VEN-01173,41.50041531087111,1,36.42162047841326,6,0
VEN-01174,70.57263962502887,2,36.489559415592936,2,2
VEN-01175,40.41540040142595,1,28.45827172356999,5,3
VEN-01176,34.92941668133599,0,59.85562892211961,5,0
VEN-01177,45.167024706721485,2,24.85878798510249,4,0
VEN-01178,21.098945503049787,4,56.45849674267546,4,3
VEN-01179,58.5207981352601,6,14.494257683100276,1,0
VEN-01180,83.35247229241676,4,36.33223031340005,1,1
VEN-01181,29.10608140247141,1,19.61726481245497,2,1
VEN-01182,40.94038146693897,1,18.382866508609705,5,0
VEN-01183,42.28551055014494,2,72.87728120849275,4,3
VEN-01184,45.62584119370949,1,49.988502354970095,8,0
VEN-01185,19.11981295611493,2,48.62087066734669,4,0
VEN-01186,24.66792128912536,1,80.76204452141663,6,1
VEN-01187,61.275402554990734,2,71.40575157773776,2,0
VEN-01188,32.67922128331515,2,26.19353781453619,2,2
VEN-01189,2.666091079847952,3,52.00230804496216,6,1
VEN-01190,27.760150195204485,4,35.033839911829936,1,1
VEN-01191,65.38899758547429,3,61.045711461017525,2,0
VEN-01192,4.174580305034171,6,32.412703377455465,4,2
VEN-01193,39.79143781932677,1,73.43329015821723,5,1
VEN-01194,24.326226834664944,0,41.026478139338494,3,0
VEN-01195,11.11159834755894,4,31.26607505204761,1,0
VEN-01196,25.498004852998207,1,32.006704682026005,5,1
VEN-01197,31.057201186499057,2,56.41949160231616,5,2
VEN-01198,67.80744221139727,2,5.908531745125441,3,0
VEN-01199,78.59566248749559,3,34.4973974889949,1,1
VEN-01200,39.52801099170986,4,36.45812763004346,4,1
VEN-01201,83.16716431140786,3,46.8748881639093,5,1
VEN-01202,47.46209664944799,1,24.156733997221227,5,0
VEN-01203,79.8726128255694,1,62.22300924931944,8,2
VEN-01204,57.71454664226968,1,82.81644569014381,4,3
VEN-01205,16.16466610762784,1,45.1551033618765,2,1
VEN-01206,3.756780001556242,1,25.18631239972729,1,1
VEN-01207,78.002328185643,0,54.59495238275134,5,1
VEN-01208,24.06764042934682,2,38.13287586069938,3,0
VEN-01209,77.32026173737916,4,56.25360721362209,4,0
VEN-01210,28.354518056329717,1,48.01802319590048,5,0
VEN-01211,48.48091745026736,1,72.99797304867577,2,0
VEN-01212,31.059027956948945,5,32.237491108088335,1,0
VEN-01213,54.67602562116095,2,49.479608464619936,1,2
VEN-01214,41.306913142907575,2,14.661035194024,6,1
VEN-01215,72.56244722356404,2,46.53274491725018,4,2
VEN-01216,26.47924948289809,2,13.771258347093504,1,2
VEN-01217,17.365322663507932,0,88.38670628662732,3,1
VEN-01218,24.23312002943767,1,55.44025769804036,2,0
VEN-01219,36.77765772121992,5,47.72248960579167,2,1
VEN-01220,17.036085301015767,4,48.016350426537706,4,1
VEN-01221,60.83569355519883,1,69.93351101838596,2,0
VEN-01222,17.387738572630383,1,87.10255899204233,6,2
VEN-01223,14.782292641497968,0,62.91479222426249,4,2
VEN-01224,28.42031708678561,3,40.59979362335051,4,0
VEN-01225,27.990639609273003,4,60.31675263683912,4,0
VEN-01226,43.07517324094229,1,40.19074610385942,5,0
VEN-01227,19.312421449015197,2,59.03146313707316,2,0
VEN-01228,37.51725059653874,1,33.16853252997649,2,0
VEN-01229,31.40161501522098,2,10.402299176285243,1,3
VEN-01230,6.289784355152605,2,62.98803321787276,5,1
VEN-01231,58.62173472667395,0,50.143946556627874,1,0
VEN-01232,61.91696859539372,2,31.828052594997292,5,0
VEN-01233,42.42689763749647,3,38.02022954886493,3,0
VEN-01234,52.823077148083165,2,32.703773541059974,7,0
VEN-01235,76.78160430691034,4,14.697498297821667,3,0
VEN-01236,10.650519841341138,0,45.83988533255372,4,0
VEN-01237,71.44710883515421,4,33.42203658310225,5,0
VEN-01238,41.2918853629418,1,58.23540045930036,3,1
VEN-01239,9.974376628904288,4,17.857160304069172,2,2
VEN-01240,21.459925093993448,4,59.97579989470203,2,2
VEN-01241,43.63905407087895,2,15.526305912519408,3,0
VEN-01242,52.71578835540649,1,74.5755321390753,0,1
VEN-01243,39.9629495713619,2,53.78099684803643,3,0
VEN-01244,26.46160580490288,0,32.903265743336746,3,1
VEN-01245,33.168029315306654,2,29.11651938864438,2,0
VEN-01246,37.06373389517337,2,54.14026334706069,6,2
VEN-01247,42.44963546034503,2,29.6958556227747,4,1
VEN-01248,42.13736333733563,5,48.39755040816701,2,1
VEN-01249,50.88916182801329,0,57.56811072080728,4,0
VEN-01250,83.50491023904962,2,70.94515408696329,2,0
VEN-01251,72.26184547647281,0,64.71258016612956,5,2
VEN-01252,48.10437945489934,2,30.09716408590437,2,1
VEN-01253,88.46721215271309,3,56.30551366951448,2,0
VEN-01254,48.95650379570127,3,53.57734710171712,2,3
VEN-01255,29.337107689173763,1,48.225453552315,1,1
VEN-01256,60.086356753355,2,25.2004639219516,3,2
VEN-01257,8.099773002842412,0,31.657025937237854,6,0
VEN-01258,19.910800772486795,1,77.24292265262027,4,1
VEN-01259,27.521447963519897,1,19.95365761097816,0,0
VEN-01260,28.604070630849325,3,34.54618333530979,7,0
VEN-01261,24.92245749608679,3,29.85449952277073,5,4
VEN-01262,8.708880913424242,2,25.31892785051783,2,2
VEN-01263,63.254948853230445,5,28.18229554912816,7,0
VEN-01264,36.61996557624258,2,70.69355940856158,4,1
VEN-01265,55.72135075506257,4,55.01504951560087,2,1
VEN-01266,31.022553899839256,5,74.69613063463024,2,0
VEN-01267,59.32657231966901,0,66.63758189379088,7,0
VEN-01268,41.28197442760776,1,46.27098780960146,3,1
VEN-01269,11.87503933912609,2,28.05927662355026,3,2
VEN-01270,7.043455835406018,0,29.695064414649035,6,0
VEN-01271,66.88213326348988,0,75.55526745080022,2,0
VEN-01272,35.58634854691971,3,39.003968556259046,6,3
VEN-01273,40.84288627407117,1,62.57845768040527,5,1
VEN-01274,27.40608510428244,2,29.771974842059056,4,0
VEN-01275,68.49984932316089,2,78.80159138544404,2,0
VEN-01276,67.50136423421282,2,36.37859641270053,1,1
VEN-01277,48.8131246037174,1,29.77163708387001,3,0
VEN-01278,43.84914131454624,0,70.64982054784495,3,0
VEN-01279,24.95688760572859,1,14.508019363727422,4,0
VEN-01280,49.73888560225056,0,25.274993664590816,0,1
VEN-01281,65.90848364128709,2,64.23966317748938,4,0
VEN-01282,78.23749991420276,2,80.06867774588056,3,2
VEN-01283,38.9158554017747,1,23.94290209324998,3,2
VEN-01284,14.785540273502315,2,62.096936157680446,6,0
VEN-01285,52.86271721216404,3,62.155398025819096,4,0
VEN-01286,49.558747437520985,1,25.48687397443689,3,0
VEN-01287,39.533790174305125,3,36.66591043005759,1,1
VEN-01288,27.89205931117892,3,34.2989220860545,3,0
VEN-01289,24.58320786895222,3,50.721423282520185,6,0
VEN-01290,80.22185577947957,4,70.08048784707694,1,0
VEN-01291,17.021455861651674,1,62.41127260062556,3,0
VEN-01292,46.93836921897996,1,58.41016178991367,4,0
VEN-01293,63.23345986983726,1,45.11114006133408,2,0
VEN-01294,43.29525844344214,1,52.76947334437391,7,1
VEN-01295,23.548587993882023,3,64.58051366281958,5,0
VEN-01296,79.78651980835615,2,66.70833889575168,3,0
VEN-01297,6.398574524011794,5,32.099055048866035,4,0
VEN-01298,21.59751433071865,0,65.11487169442216,5,1
VEN-01299,42.93630045598118,1,62.68728062761817,2,0
VEN-01300,41.89228947460897,1,61.03970924505944,1,1
VEN-01301,42.99845215740908,3,65.78742997175866,3,0
VEN-01302,39.996892575092936,1,37.1258721824315,0,1
VEN-01303,48.28152891678536,4,40.64821174457568,5,0
VEN-01304,49.48099787254783,2,10.25447114186359,2,1
VEN-01305,23.37216104790796,2,57.56257268065056,6,0
VEN-01306,52.99436671341606,2,60.46346598212155,6,0
VEN-01307,16.756124953210612,2,25.287365451502048,5,1
VEN-01308,68.11244741885683,2,38.46298287422134,0,0
VEN-01309,44.26043875827149,3,41.00408739073451,1,0
VEN-01310,38.10955093973708,2,85.8143651035757,2,1
VEN-01311,19.286941534921315,2,40.307477218121605,3,0
VEN-01312,65.7986375360237,0,16.29646877636072,1,0
VEN-01313,41.59608202317385,2,76.15773805465551,1,0
VEN-01314,65.36523637669251,2,30.885581450590223,6,0
VEN-01315,62.427685636382776,0,72.04367933072443,7,0
VEN-01316,28.230116506097573,3,53.82969375379724,4,0
VEN-01317,21.827797332622463,1,21.57885075112741,7,1
VEN-01318,42.658659085892246,2,67.61846020108528,5,0
VEN-01319,43.227042821576575,5,48.03071299733445,4,0
VEN-01320,54.59909377177495,1,42.998460754562245,7,1
VEN-01321,50.55387088121969,5,21.51413269104373,7,1
VEN-01322,38.41487370790847,2,72.6239398720626,3,0
VEN-01323,38.148815721117465,2,32.18748917109132,6,1
VEN-01324,26.142539098431776,3,32.365838892972825,3,2
VEN-01325,11.029466444882942,4,23.86523504369863,3,0
VEN-01326,15.289074334089973,2,70.72091160656218,4,0
VEN-01327,40.63940448335458,2,34.20905580109933,1,0
VEN-01328,25.398043584340783,0,53.01296103747042,2,1
VEN-01329,84.66871504671879,1,39.73084407730215,4,0
VEN-01330,63.60866279204823,4,36.14447412151927,2,2
VEN-01331,41.8043412759334,1,49.21141262592709,3,2
VEN-01332,68.33929401875957,1,77.22275460447723,1,0
VEN-01333,23.151934892143085,2,55.18109070182765,6,1
VEN-01334,83.11357616939785,0,50.88018301783676,2,0
VEN-01335,47.57757807125921,0,26.77326212183417,3,2
VEN-01336,36.53257313650038,4,48.69256414845587,1,1
VEN-01337,84.98259329886413,3,70.74470020521309,4,0
VEN-01338,29.914637754559596,3,26.052231555676563,5,1
VEN-01339,43.87345680521573,2,34.76684085960141,5,1
VEN-01340,36.08068289551964,2,53.05355308614149,3,0
VEN-01341,36.48811489978208,2,38.90652854760142,6,0
VEN-01342,72.01835357537396,5,61.73228048734502,2,2
VEN-01343,17.909443067827166,1,42.046461082972215,8,0
VEN-01344,15.562016616346172,5,63.53701120365896,1,0
VEN-01345,59.18964454509951,4,46.465808241421485,2,2
VEN-01346,25.88598776851052,3,66.79884682133509,4,1
VEN-01347,59.18183947617839,5,42.08689561635783,4,0
VEN-01348,48.56732144145012,0,70.20605234820555,1,1
VEN-01349,69.0243601093607,3,67.68792011768214,1,2
VEN-01350,55.18119701219367,2,52.892357352870754,3,0
VEN-01351,26.55972335515789,2,67.85006783888747,2,0
VEN-01352,22.46444888159896,2,28.30863113205886,4,0
VEN-01353,57.74229582780399,5,50.28847779218378,4,0
VEN-01354,74.87831845598195,2,93.46014262710143,2,0
VEN-01355,17.262108458844043,3,71.05547164279218,2,0
VEN-01356,63.60307771249529,1,27.093567745170443,3,0
VEN-01357,55.08234205943704,4,30.16203471299661,5,0
VEN-01358,43.456062592625536,3,57.80844019567175,4,0
VEN-01359,12.6444602742102,2,77.6920599459379,3,1
VEN-01360,41.713364299351845,2,66.11005348424455,3,1
VEN-01361,38.916792673315065,0,18.59790032402628,5,0
VEN-01362,41.16393801685229,1,89.92879761176657,2,0
VEN-01363,14.460427354020776,0,86.02055682736311,3,0
VEN-01364,64.67675752172575,1,47.51511697347946,0,0
VEN-01365,44.37868860324311,2,60.0224590908154,3,0
VEN-01366,15.498335363629096,4,58.9044987669175,1,0
VEN-01367,17.334128045391537,2,61.18388153253863,6,1
VEN-01368,56.43121008074172,2,35.00961674570409,5,3
VEN-01369,70.21752763922294,5,34.32321444506398,6,0
VEN-01370,63.00263607046816,4,52.963016603348834,3,1
VEN-01371,20.12554426990901,3,69.71524994372392,1,0
VEN-01372,27.141352296125717,2,61.06656604566118,9,1
VEN-01373,17.55624227781036,2,52.20320611529231,3,0
VEN-01374,34.97937667330196,1,61.13733155992246,4,0
VEN-01375,24.011237984218862,1,22.446566517589005,3,0
VEN-01376,44.961648345705854,3,12.468429944365464,5,0
VEN-01377,36.75641724884421,3,50.83437493124454,2,1
VEN-01378,17.819517408070418,1,51.67152378022747,4,1
VEN-01379,68.90595287318567,1,38.67797130143224,3,0
VEN-01380,51.15105029897728,4,32.773752632040534,4,1
VEN-01381,46.03866227632043,2,56.59510922202833,7,0
VEN-01382,24.94481665658784,1,20.169797820241943,2,0
VEN-01383,85.27578347646421,1,49.54528693051964,1,1
VEN-01384,32.23405072693634,4,43.39867380448688,6,0
VEN-01385,54.16491086270946,4,35.341300623680496,2,0
VEN-01386,19.22287103390568,3,31.43811736699751,3,0
VEN-01387,32.42938121910364,0,47.18127803409251,5,1
VEN-01388,31.172346902964165,2,28.244393958073346,2,1
VEN-01389,60.98566903249891,5,38.4598767988323,4,0
VEN-01390,47.1326725783626,0,54.55968420946778,3,0
VEN-01391,59.94340201910489,2,20.995026431839012,1,1
VEN-01392,93.88634940679916,0,72.5791106143058,0,0
VEN-01393,34.297570209130406,1,47.71686761021433,3,0
VEN-01394,54.59074440707787,2,29.4296590682626,2,1
VEN-01395,11.38109572472422,1,29.508409088510152,3,1
VEN-01396,38.7368679705566,1,30.652141968641487,1,0
VEN-01397,47.93903682286615,3,64.40430515701311,1,0
VEN-01398,73.220627512639,1,24.404242205898196,1,0
VEN-01399,49.92008334859895,2,67.91243178330684,3,1
VEN-01400,19.253518664967483,2,19.0741143573008,2,1
VEN-01401,72.84113157615974,0,26.602575343301265,6,1
VEN-01402,63.30702137474762,3,42.15399592298774,1,0
VEN-01403,39.03608840619254,4,36.68107872485312,4,1
VEN-01404,49.6544571025874,3,17.564980518668026,1,3
VEN-01405,12.369438084458166,0,86.41182719470724,1,1
VEN-01406,60.01700921255264,1,64.80785359510445,4,1
VEN-01407,10.928550120243573,2,12.837092236926,2,1
VEN-01408,53.3194586495816,2,77.05677220392239,2,1
VEN-01409,58.00702826651269,1,41.50641510489989,3,2
VEN-01410,36.13564854685848,2,55.53833841292561,1,0
VEN-01411,15.47006480051618,3,30.55061733278966,6,0
VEN-01412,23.057989214103007,5,28.824391655622083,4,0
VEN-01413,39.57451650200128,1,24.36453876421936,2,1
VEN-01414,28.88607870278896,4,67.49550456892923,2,1
VEN-01415,21.747471323490466,2,25.40841532684576,1,0
VEN-01416,14.347166021156536,2,26.748328497010025,7,1
VEN-01417,11.88734665568484,1,25.99174537593564,3,0
VEN-01418,78.64411582135202,0,78.0991930716483,3,1
VEN-01419,28.36695798616277,2,44.98714657018439,1,0
VEN-01420,22.846263224699715,2,42.78104300805547,7,1
VEN-01421,53.246203003224046,2,47.2994129142686,2,1
VEN-01422,47.47217628254394,1,10.411964625984035,4,0
VEN-01423,67.33299912046343,1,31.480685364935013,0,0
VEN-01424,26.552152234554743,0,17.650213434818237,1,0
VEN-01425,37.53627280211887,0,75.94597311155793,3,1
VEN-01426,18.181152731484044,3,81.38945733691733,2,1
VEN-01427,52.09784291983798,3,44.82633830389047,1,0
VEN-01428,27.1034737564422,2,47.20701288448655,3,1
VEN-01429,24.004379978279733,4,65.75588579176456,4,0
VEN-01430,21.94208425487878,1,22.666206738803258,6,1
VEN-01431,6.883155357867333,2,33.626351465474954,4,0
VEN-01432,18.04104791489837,5,64.1628671716771,4,1
VEN-01433,19.472792725093612,1,54.01869160532228,4,1
VEN-01434,54.808266171147466,0,45.58537541055532,5,1
VEN-01435,10.717299714412578,0,21.369405172555265,5,0
VEN-01436,68.38609193490272,6,75.57374496069555,2,0
VEN-01437,64.01131266567627,1,55.783372192934166,3,0
VEN-01438,14.947942710581522,4,37.507588906954446,3,0
VEN-01439,69.02906040385813,1,41.57440396428177,7,0
VEN-01440,32.690459139255736,2,87.58369935956928,3,1
VEN-01441,72.77091440361156,3,52.55310491995382,5,1
VEN-01442,19.59418384933137,2,12.751345457544996,6,3
VEN-01443,69.95811040496632,2,30.33677945646573,0,0
VEN-01444,29.129678084761075,2,57.51045045176439,5,0
VEN-01445,58.19632674084703,1,24.95273617057325,1,1
VEN-01446,41.0744205934929,5,80.07443415733331,5,2
VEN-01447,31.71368247720297,2,40.77567965333948,1,1
VEN-01448,30.683474332148972,2,27.658296432663025,1,0
VEN-01449,32.492037768970086,2,54.21329815627863,6,3
VEN-01450,24.4794778091104,2,27.96976795682524,2,1
VEN-01451,12.73673076297867,2,49.49314749173196,3,1
VEN-01452,51.76965921744225,4,24.94642996559133,0,1
VEN-01453,31.069861383105835,1,26.59764598190652,4,1
VEN-01454,11.714590326302307,3,44.60815751922505,4,1
VEN-01455,21.819286571252547,1,65.17595738982122,4,0
VEN-01456,82.13508130170514,2,57.06029654157764,1,1
VEN-01457,14.313799673117405,1,22.62093787598517,1,0
VEN-01458,36.36945253414426,2,25.72002402701678,2,0
VEN-01459,40.336568296825575,2,33.44609172192944,4,2
VEN-01460,30.68564775406035,4,83.78017892814977,4,1
VEN-01461,40.98343382951345,4,39.56673957088038,3,0
VEN-01462,22.360901546755915,4,67.88805850990613,4,0
VEN-01463,52.021909899094496,1,66.32792689749078,4,0
VEN-01464,53.547404474195815,2,49.65636245976178,6,2
VEN-01465,57.3908001363182,0,32.00131717157963,2,0
VEN-01466,27.166600336814067,2,53.369017887487466,2,1
VEN-01467,15.95671835666118,2,32.259658034639735,2,0
VEN-01468,21.46004588608276,1,18.131533011360908,2,0
VEN-01469,24.692921318725052,2,21.59286142297522,5,0
VEN-01470,62.24345391070383,1,43.33671429432211,3,0
VEN-01471,50.87991327255696,3,67.07974900054276,4,0
VEN-01472,16.701342683330857,3,42.59224952520881,0,1
VEN-01473,10.60446167820846,1,42.46905201937507,6,0
VEN-01474,25.848631399846607,1,42.3203495407541,3,1
VEN-01475,18.613139938554696,0,13.871095858443534,3,2
VEN-01476,55.72936250970567,2,20.265951623842327,1,0
VEN-01477,66.4146532580045,5,27.2106986355126,2,1
VEN-01478,5.937385835396875,3,27.557893659345577,1,1
VEN-01479,12.463022195743168,0,37.81486684465408,3,2
VEN-01480,64.20106606401527,5,10.399233593300869,5,2
VEN-01481,28.597422666037563,2,21.7821280788676,3,0
VEN-01482,48.345687281671424,4,27.40806315341685,3,0
VEN-01483,27.317697956915627,2,63.31123541011395,6,1
VEN-01484,6.259389028899179,1,45.46571595000384,4,2
VEN-01485,11.371767255939623,4,57.89130906820563,4,0
VEN-01486,69.92272221623871,6,52.95081546392432,3,0
VEN-01487,28.26327620700969,4,36.78591099048537,4,0
VEN-01488,69.31587869731204,2,36.18957380986112,6,1
VEN-01489,29.77489071876337,2,40.81338626778161,5,0
VEN-01490,35.621589169967955,1,41.9073205530625,5,1
VEN-01491,59.49499645872842,3,48.17264232782266,3,0
VEN-01492,10.37129184770503,2,24.083061397635653,2,0
VEN-01493,46.70392752383372,1,64.55349719896411,4,1
VEN-01494,48.45112853038153,2,29.129711082004032,3,0
VEN-01495,23.37375086839268,1,56.28912377621204,4,0
VEN-01496,53.31343259942217,1,66.39341185353705,4,1
VEN-01497,30.11782013713331,2,28.37480449117773,4,0
VEN-01498,36.85284142205553,1,46.15744226684157,2,1
VEN-01499,21.2402683707368,1,27.25981503313526,4,0
VEN-01500,26.91233457126525,5,40.41801046064741,6,0
VEN-01501,19.147682060418987,0,50.80903674639442,5,0
VEN-01502,9.784866148857189,0,56.242069815728456,3,1
VEN-01503,37.70668062551401,2,75.48994200483821,2,0
VEN-01504,7.525313197617911,1,54.8770506912592,3,1
VEN-01505,40.33875930124152,2,59.542290684324975,1,1
VEN-01506,5.494069885366804,3,40.20401343324325,2,1
VEN-01507,13.96853791278997,1,32.75576600064275,2,0
VEN-01508,46.33470708420765,2,76.87199886613028,4,0
VEN-01509,16.398801062025317,3,25.822107076616746,1,1
VEN-01510,8.914208937300396,3,36.71908655700621,2,0
VEN-01511,32.24251482419678,2,71.95371813863969,4,0
VEN-01512,26.506574281101663,0,35.95814235865947,2,1
VEN-01513,33.92921839426541,3,19.03068348883772,2,0
VEN-01514,10.766961717902044,4,42.28151958888794,4,0
VEN-01515,34.62258494807851,1,73.76902789068339,4,0
VEN-01516,58.22522172432976,1,87.91972634753927,3,0
VEN-01517,18.54439410655712,0,51.83297851357658,2,0
VEN-01518,36.918205081039005,0,29.84826389284889,5,0
VEN-01519,51.57609334014664,2,74.33273729573486,3,1
VEN-01520,24.106807341028123,5,62.799954183548536,3,2
VEN-01521,18.99711305879572,0,64.20014157563944,3,2
VEN-01522,57.8850057556624,3,47.50574118756021,5,2
VEN-01523,44.038071889407206,4,52.7298364689287,4,1
VEN-01524,70.55291179618219,1,40.33266859832818,3,0
VEN-01525,49.88867806653375,1,68.34445143689956,2,3
VEN-01526,60.931829772010495,0,44.67786522588133,6,0
VEN-01527,11.40000747830811,1,93.13727839313523,3,1
VEN-01528,29.708252865498498,0,53.57603083506317,2,3
VEN-01529,27.5013348051563,2,27.80297226517858,2,2
VEN-01530,3.9954938503363264,2,55.50643732051383,3,1
VEN-01531,41.36279586279549,0,50.90403798435471,3,0
VEN-01532,13.341468356037645,0,55.19016863496638,6,0
VEN-01533,51.842687181525214,2,68.22180836967291,3,1
VEN-01534,28.159362618379813,3,41.513862609433296,5,1
VEN-01535,16.2105061976024,1,30.774549110449435,6,0
VEN-01536,15.032867314760034,1,47.43935665293525,3,0
VEN-01537,48.047743301617565,2,25.2416963914997,3,0
VEN-01538,29.941075370509367,2,38.4807066423874,4,0
VEN-01539,7.449420161409516,2,25.762338622126315,3,0
VEN-01540,39.37041062539668,1,30.47530789840021,1,1
VEN-01541,44.07178851305135,1,37.81554357403187,4,0
VEN-01542,27.27916236161825,1,55.92514870942287,1,0
VEN-01543,56.50244275303893,1,37.55657727574032,4,3
VEN-01544,13.956265661671472,4,28.313042983998432,3,1
VEN-01545,10.482765032741934,3,67.3003398579954,5,1
VEN-01546,54.11646989263763,1,48.11753302759892,3,1
VEN-01547,36.12374461276898,1,79.59616882810515,5,1
VEN-01548,16.12149813377785,1,38.46304924831414,2,1
VEN-01549,29.398610090973957,3,73.80278678747797,2,1
VEN-01550,42.81048787951787,0,47.02976551098144,7,0
VEN-01551,20.05057742493385,0,29.81226893256787,3,0
VEN-01552,62.866144502079536,1,25.224373204925048,3,0
VEN-01553,31.309860738362797,2,38.40877647175508,2,0
VEN-01554,33.68628600721739,0,47.19036092779352,2,0
VEN-01555,34.48865261275984,4,37.95317429910309,2,0
VEN-01556,63.717038516034,1,55.25272521685758,4,0
VEN-01557,6.611016414532175,1,53.77349996258574,3,0
VEN-01558,9.863160253800311,2,61.604314181095134,5,0
VEN-01559,80.60879498047525,4,47.54298114473599,2,0
VEN-01560,26.322981221141028,4,34.2418095540071,2,0
VEN-01561,73.74722961175777,2,39.18930204525909,3,1
VEN-01562,34.42570237192687,2,38.34563252873507,6,0
VEN-01563,48.76499193596986,1,41.20742189702696,2,0
VEN-01564,49.0610515960507,1,42.61511172811663,3,0
VEN-01565,36.99465324926023,2,51.96096645100516,5,0
VEN-01566,35.445088828555406,2,63.9043458687405,2,0
VEN-01567,31.18861175281068,1,31.72153792330809,2,1
VEN-01568,61.8804319358557,3,61.43696228052543,4,0
VEN-01569,50.97753233133192,4,39.03173778625983,3,1
VEN-01570,46.91358192740192,2,56.07057292654864,7,1
VEN-01571,56.19444137284183,2,31.435836988556947,8,1
VEN-01572,14.9305336022128,3,56.97516314801005,0,1
VEN-01573,34.69389257292524,3,16.012974139771817,5,0
VEN-01574,44.10285359611016,2,29.48356266942986,3,1
VEN-01575,50.1943691446502,3,60.10382688878653,5,1
VEN-01576,36.33075005069935,3,41.57210743920757,1,2
VEN-01577,43.15915210667594,3,50.98664278479013,4,0
VEN-01578,40.27810382054322,1,38.20047850464752,3,0
VEN-01579,30.86053668976897,3,80.76146352963842,1,2
VEN-01580,38.27915602816691,4,88.57735106618314,3,1
VEN-01581,35.553135105320024,0,48.42198522244844,0,0
VEN-01582,21.675379006306347,1,43.69163676690622,5,3
VEN-01583,46.30686679497765,3,67.50805183363701,5,0
VEN-01584,42.94060116043198,1,61.33509484409073,2,1
VEN-01585,30.19069841685503,5,61.45853769771471,4,1
VEN-01586,31.930803648591084,2,34.53174818976157,2,1
VEN-01587,43.66571431758572,2,29.013111750707957,7,2
VEN-01588,26.844396617776805,3,54.90713753481658,2,0
VEN-01589,42.68286700353624,2,62.66057633204709,1,0
VEN-01590,61.32753155623606,3,16.884865891086864,3,2
VEN-01591,63.15512380836851,2,38.94830262887589,3,1
VEN-01592,45.59291653615482,1,41.02915468212899,2,1
VEN-01593,22.660170740175555,3,20.9327563145355,1,0
VEN-01594,35.86852682894485,2,56.086953703996514,2,0
VEN-01595,16.80223502858254,2,40.19011602465955,3,0
VEN-01596,12.589843756467506,3,38.7186534089771,3,1
VEN-01597,64.22193957335269,5,21.86184048968301,3,0
VEN-01598,86.05563824608149,3,61.09712177060997,3,0
VEN-01599,38.37805561815622,0,28.57455257915258,3,3
VEN-01600,65.01302932034913,3,63.78696920460932,0,1
VEN-01601,12.784274245268938,0,50.359285930159295,4,0
VEN-01602,52.50801683981322,1,15.162960819682256,6,0
VEN-01603,11.092709617721455,1,33.43686640068161,2,0
VEN-01604,80.54560391065809,1,20.227047738634926,1,1
VEN-01605,66.35708018684416,2,41.21206600843637,1,3
VEN-01606,71.05234802353516,5,35.638487783516574,4,0
VEN-01607,90.25508082318903,4,77.28760773265662,2,0
VEN-01608,38.52256116854324,3,62.867320408042346,4,0
VEN-01609,9.76876250485475,1,15.39408226342972,1,2
VEN-01610,18.431352760565247,3,32.20436334152879,1,1
VEN-01611,22.51364567051133,2,34.64866693338259,4,1
VEN-01612,35.06224939784616,0,57.05439177753726,2,0
VEN-01613,22.19062285446838,5,31.476360746436367,1,1
VEN-01614,25.508959583943312,1,23.24151515335343,3,1
VEN-01615,19.39543262217249,2,25.92660915937785,2,0
VEN-01616,89.2016969151649,1,40.39538949224904,1,1
VEN-01617,18.383077722819667,1,37.12805912824592,2,0
VEN-01618,65.40447893473232,3,74.2881037962763,2,1
