supplier_id,country_risk_band,supplier_industry,business_criticality,inherent_tprm_rating,outsourcing_category,vendor_age_years,years_with_company
VEN-00986,High,Payments,High,High,Non-outsourcing,3.3128358052377065,3.3128358052377065
VEN-00987,Low,Cloud,Critical,Medium,Material outsourcing,10.327427411965475,2.938327346612389
VEN-00988,Low,Payments,Low,Low,Non-outsourcing,16.91428972374857,4.816620879866721
VEN-00989,Low,Professional Services,High,Medium,Outsourcing,5.357140468126369,3.973442275992655
VEN-00990,Medium,Cloud,High,High,Non-outsourcing,11.224687153135145,7.6238390071924
VEN-00991,Low,Professional Services,Low,Low,Non-outsourcing,9.53216926335849,9.53216926335849
VEN-00992,Medium,Payments,Critical,High,Material outsourcing,7.236748336026897,4.748831420819841
VEN-00993,Medium,Cloud,Medium,High,Non-outsourcing,21.068516449928868,3.758699294942548
VEN-00994,Low,Cloud,High,Medium,Material outsourcing,9.488685993018416,2.17492978023508
VEN-00995,High,Payments,Medium,Medium,Non-outsourcing,15.576546941889235,3.475678937273121
VEN-00996,Low,Payments,Medium,Medium,Outsourcing,17.62948121591577,11.563945300942787
VEN-00997,Low,Payments,Low,Low,Non-outsourcing,10.095936033129936,4.7947199886707175
VEN-00998,Low,Technology,Critical,Medium,Outsourcing,6.31878077628188,6.31878077628188
VEN-00999,High,Facilities,Medium,Low,Material outsourcing,17.83912530420394,1.667485912566098
VEN-01000,Low,Payments,Low,Medium,Outsourcing,10.338556117539635,1.6133123091285526
VEN-01001,Low,Cloud,Low,High,Non-outsourcing,10.920655805332558,1.4590571454257233
VEN-01002,Low,Payments,High,Medium,Outsourcing,9.177839666849708,9.177839666849708
VEN-01003,Low,Facilities,Low,Medium,Outsourcing,17.51996067900062,4.917887494598794
VEN-01004,Low,Facilities,Medium,Low,Non-outsourcing,5.895487172730824,2.860872839273244
VEN-01005,Low,Facilities,High,Low,Outsourcing,10.992391750385345,8.145760152713246
VEN-01006,Low,Technology,Medium,Medium,Outsourcing,6.402045522575433,3.942154412534828
VEN-01007,High,Professional Services,Medium,Low,Outsourcing,9.159984871136684,8.741640348079752
VEN-01008,Low,Facilities,Low,High,Non-outsourcing,18.69954089329994,4.74145462080533
VEN-01009,Medium,Professional Services,Critical,Low,Non-outsourcing,18.58435198839904,8.818277399007993
VEN-01010,Low,Cloud,High,High,Material outsourcing,9.896686002100648,2.619166050812024
VEN-01011,Medium,Facilities,Medium,Medium,Outsourcing,12.928054494575434,6.305212956875524
VEN-01012,Low,Professional Services,Medium,Medium,Outsourcing,12.803171488914415,7.296803583304277
VEN-01013,Low,Technology,Medium,High,Material outsourcing,6.416717217585791,1.5287063499353195
VEN-01014,High,Payments,Critical,Medium,Non-outsourcing,14.57208844589125,4.921855593511475
VEN-01015,Low,Professional Services,Medium,Low,Non-outsourcing,6.789658346384306,2.13088131645916
VEN-01016,Low,Professional Services,Medium,High,Outsourcing,8.878606588800274,1.6550642739888717
VEN-01017,Medium,Cloud,Critical,Medium,Outsourcing,4.015357996805525,4.015357996805525
VEN-01018,Medium,Telecommunications,Low,Low,Material outsourcing,15.813251881753583,6.474607353230275
VEN-01019,Low,Technology,Medium,Medium,Outsourcing,17.562547520362074,2.9418181467784748
VEN-01020,Low,Facilities,Low,Medium,Non-outsourcing,13.167746150674258,4.276935684335439
VEN-01021,Medium,Professional Services,Medium,Medium,Non-outsourcing,11.257307625035825,3.252525068471411
VEN-01022,Medium,Technology,Medium,High,Non-outsourcing,8.633126418344556,8.37196541561538
VEN-01023,High,Facilities,Critical,Medium,Material outsourcing,16.014143148335407,10.25904629451129
VEN-01024,Low,Facilities,Medium,Low,Non-outsourcing,23.549514037632,17.844960999547634
VEN-01025,Medium,Technology,Low,Low,Outsourcing,7.302925536821043,7.302925536821043
VEN-01026,Low,Professional Services,High,Low,Non-outsourcing,10.020494351599408,6.840543609663053
VEN-01027,High,Telecommunications,High,Medium,Non-outsourcing,6.205532639888782,6.205532639888782
VEN-01028,Low,Payments,High,Low,Non-outsourcing,11.289398170580386,3.2788675270178445
VEN-01029,Medium,Professional Services,High,Medium,Outsourcing,9.108939902621517,4.084109305448832
VEN-01030,Low,Technology,Medium,Medium,Non-outsourcing,10.397570684454454,5.701110791350286
VEN-01031,Low,Payments,Medium,High,Material outsourcing,16.11784030640956,1.4821104971710046
VEN-01032,Medium,Cloud,Low,Low,Material outsourcing,18.37273863413374,3.0973848181525807
VEN-01033,Low,Facilities,Low,Low,Non-outsourcing,5.6827720397883255,5.6827720397883255
VEN-01034,High,Payments,Critical,High,Material outsourcing,12.736297993718106,4.107072443548455
VEN-01035,Low,Professional Services,High,Medium,Non-outsourcing,21.104344813182305,1.2839743471741905
VEN-01036,Low,Payments,Low,Medium,Non-outsourcing,14.130713494515827,3.524192216909237
VEN-01037,Low,Professional Services,Low,Medium,Non-outsourcing,6.492009763866458,5.451710041551607
VEN-01038,Low,Technology,Critical,High,Outsourcing,17.970908218099666,6.6017011373921575
VEN-01039,Low,Facilities,Low,Low,Outsourcing,14.619106407325967,4.749129122691967
VEN-01040,Low,Facilities,Low,High,Non-outsourcing,13.916619143322697,6.180039155472826
VEN-01041,Low,Facilities,Low,Low,Outsourcing,9.87166108117666,3.065390703062216
VEN-01042,Medium,Professional Services,Low,High,Outsourcing,13.49858622328458,10.437017035744084
VEN-01043,Medium,Payments,Medium,Low,Outsourcing,36.34410943909443,9.082360051613652
VEN-01044,Medium,Payments,Critical,Low,Outsourcing,3.6192240484386615,1.1139529917365236
VEN-01045,Low,Payments,Medium,Low,Outsourcing,8.829177048328809,2.3520047971053386
VEN-01046,Low,Professional Services,Medium,High,Outsourcing,9.284036224237926,8.174453921946796
VEN-01047,Low,Professional Services,High,High,Non-outsourcing,2.2957773002506148,2.2957773002506148
VEN-01048,Medium,Telecommunications,Medium,Medium,Outsourcing,27.928483008375597,5.7303610216503
VEN-01049,Medium,Technology,High,Medium,Non-outsourcing,6.203448041152249,5.24950751922753
VEN-01050,Low,Payments,High,Low,Outsourcing,5.991809027135265,5.991809027135265
VEN-01051,Medium,Cloud,Medium,Low,Outsourcing,4.587585067095807,4.587585067095807
VEN-01052,Low,Cloud,Medium,High,Non-outsourcing,8.777476534613594,6.654059249033114
VEN-01053,Low,Cloud,High,Low,Non-outsourcing,13.886878415542212,5.34850968323178
VEN-01054,Low,Payments,High,High,Outsourcing,10.852599239625974,2.522934043200821
VEN-01055,Low,Technology,High,High,Outsourcing,6.706373953668599,6.706373953668599
VEN-01056,Medium,Payments,Low,Low,Outsourcing,13.51149204992154,3.877874967998589
VEN-01057,High,Technology,High,Medium,Outsourcing,10.920653210180946,3.850478277266153
VEN-01058,Low,Cloud,High,High,Non-outsourcing,19.885935272883177,4.39660729086383
VEN-01059,Low,Cloud,Medium,High,Non-outsourcing,7.780789226519142,1.9469129702055523
VEN-01060,Medium,Telecommunications,High,Medium,Outsourcing,7.398089583365441,7.398089583365441
VEN-01061,High,Telecommunications,Medium,Low,Non-outsourcing,16.50322430583531,8.146891480658923
VEN-01062,Low,Professional Services,Low,Low,Outsourcing,6.076438695657219,2.393527629758501
VEN-01063,Low,Professional Services,High,High,Non-outsourcing,4.503470919976641,4.503470919976641
VEN-01064,Low,Cloud,Low,Medium,Non-outsourcing,10.743986996090417,3.423380672642645
VEN-01065,Low,Telecommunications,Medium,Medium,Outsourcing,14.110070495380311,3.835338059044516
VEN-01066,High,Facilities,Medium,Medium,Outsourcing,4.306889517827135,3.393900247610042
VEN-01067,Low,Cloud,High,Medium,Outsourcing,17.400983012577104,10.763381810597048
VEN-01068,Medium,Professional Services,Medium,Low,Non-outsourcing,4.049145239275518,4.049145239275518
VEN-01069,Low,Professional Services,High,Medium,Outsourcing,8.005937807497762,4.485934545385078
VEN-01070,Low,Cloud,High,High,Outsourcing,10.894554222117186,4.735359157886496
VEN-01071,Medium,Professional Services,Medium,Medium,Outsourcing,20.83621623673032,7.939842932361133
VEN-01072,Low,Telecommunications,Critical,Low,Outsourcing,21.46715056663869,7.800209641383273
VEN-01073,Low,Professional Services,High,High,Non-outsourcing,11.95935619827546,4.924435484237181
VEN-01074,High,Payments,Medium,Medium,Outsourcing,8.724293380149042,5.021117017162732
VEN-01075,Medium,Payments,Critical,Medium,Outsourcing,9.009366769111653,8.233308394717994
VEN-01076,Low,Facilities,Medium,High,Outsourcing,26.558115846333703,1.3754670244643517
VEN-01077,Low,Professional Services,Low,Medium,Outsourcing,19.09112984771513,6.376266731209118
VEN-01078,Low,Professional Services,Medium,High,Non-outsourcing,13.219364508486454,6.121983515414032
VEN-01079,Low,Telecommunications,Medium,High,Material outsourcing,12.151165606202465,10.811015475755402
VEN-01080,Low,Technology,Low,Medium,Non-outsourcing,11.58730012266949,6.740105058952431
VEN-01081,Low,Technology,Medium,Medium,Non-outsourcing,3.512012597196535,3.512012597196535
VEN-01082,High,Cloud,Medium,Low,Outsourcing,1.7451773764099827,1.7451773764099827
VEN-01083,High,Facilities,Medium,Medium,Non-outsourcing,9.704615901128829,3.295281582565128
VEN-01084,Medium,Facilities,Low,Medium,Material outsourcing,5.6649534328476765,5.6649534328476765
VEN-01085,High,Technology,High,Medium,Non-outsourcing,12.22642445650955,0.8992690845138057
VEN-01086,Medium,Facilities,Medium,High,Non-outsourcing,11.763700756689136,4.025323184044656
VEN-01087,Medium,Professional Services,Low,Medium,Non-outsourcing,4.4414419775375125,2.058500171222007
VEN-01088,Medium,Facilities,Medium,High,Non-outsourcing,12.35171300764086,3.4140928114985853
VEN-01089,Low,Technology,Medium,Medium,Non-outsourcing,12.71071149127778,1.0971549797899025
VEN-01090,Low,Facilities,Medium,Medium,Non-outsourcing,12.531505205124448,2.243131539288117
VEN-01091,Low,Facilities,Medium,Low,Non-outsourcing,7.827525853104387,7.827525853104387
VEN-01092,Low,Payments,Low,Medium,Non-outsourcing,13.775850716466904,2.120147994283822
VEN-01093,Low,Technology,High,Medium,Non-outsourcing,14.229157685598912,2.7151849735978413
VEN-01094,Low,Cloud,Medium,Low,Non-outsourcing,13.714555143670667,3.611004661014076
VEN-01095,Low,Telecommunications,Low,High,Non-outsourcing,9.460948394571563,7.236540067790222
VEN-01096,Low,Facilities,High,Medium,Non-outsourcing,22.235926332118133,4.402581123267916
VEN-01097,Low,Telecommunications,High,Medium,Non-outsourcing,19.95133010651364,1.4254716416697064
VEN-01098,Medium,Telecommunications,Medium,High,Non-outsourcing,11.271072908820102,0.9786839621097808
VEN-01099,Medium,Technology,Medium,Medium,Non-outsourcing,7.451314854559991,4.011804861623602
VEN-01100,Low,Professional Services,Medium,Medium,Non-outsourcing,6.982731688710926,4.343681193187238
VEN-01101,Low,Cloud,Medium,Medium,Material outsourcing,14.38134436089108,8.558124223498362
VEN-01102,Low,Payments,Low,Low,Non-outsourcing,5.1895579511230086,2.2996603023246007
VEN-01103,Medium,Cloud,Medium,Medium,Non-outsourcing,14.899649406325796,11.582785283341616
VEN-01104,Medium,Technology,Critical,Low,Outsourcing,4.767106733522802,1.4400235141669997
VEN-01105,Low,Payments,High,Low,Outsourcing,10.330617236569324,1.4532225183587195
VEN-01106,Medium,Professional Services,Medium,Medium,Non-outsourcing,14.328957973722463,3.92926263614308
VEN-01107,Low,Facilities,Low,Low,Outsourcing,7.150968815908989,7.150968815908989
VEN-01108,Low,Payments,High,High,Outsourcing,17.236873514959044,5.7147589583923
VEN-01109,High,Payments,Medium,Medium,Material outsourcing,8.882888023700968,2.232700718956624
VEN-01110,Low,Facilities,Low,Medium,Material outsourcing,10.836064443208626,10.836064443208626
VEN-01111,Low,Payments,Low,High,Outsourcing,3.10687791286502,3.10687791286502
VEN-01112,Low,Cloud,High,Medium,Outsourcing,4.687353698951263,4.687353698951263
VEN-01113,Low,Cloud,Medium,Medium,Non-outsourcing,3.2656537955366907,3.2656537955366907
VEN-01114,High,Payments,Low,Medium,Material outsourcing,15.660595888968558,6.027656288910876
VEN-01115,High,Facilities,Low,High,Outsourcing,8.66125203747833,3.490194860230184
VEN-01116,Low,Payments,Medium,Low,Non-outsourcing,18.096974725570245,12.600147088835737
VEN-01117,Low,Professional Services,Medium,Low,Non-outsourcing,2.4998750444098503,2.4998750444098503
VEN-01118,Medium,Telecommunications,High,High,Outsourcing,13.463278213103225,13.463278213103225
VEN-01119,Low,Payments,Low,Low,Outsourcing,3.094829026670717,3.094829026670717
VEN-01120,Medium,Technology,High,Medium,Outsourcing,6.698290137716251,6.698290137716251
VEN-01121,Medium,Payments,Critical,Medium,Non-outsourcing,10.234628730997787,2.1447510784019848
VEN-01122,Low,Cloud,Medium,Medium,Outsourcing,8.514452640768907,4.987561852417002
VEN-01123,Medium,Payments,Low,High,Non-outsourcing,12.534435928218992,7.734343143908199
VEN-01124,Low,Professional Services,High,High,Outsourcing,7.798061324443841,1.7666048721158758
VEN-01125,Low,Facilities,Medium,Low,Non-outsourcing,9.638890634316276,9.638890634316276
VEN-01126,Low,Technology,Low,Medium,Non-outsourcing,6.032125202107398,3.50302646660713
VEN-01127,Low,Payments,Medium,Medium,Non-outsourcing,14.712820917069216,11.19718837784414
VEN-01128,Medium,Payments,Critical,Medium,Non-outsourcing,11.497614592016324,1.9173078919987927
VEN-01129,Medium,Cloud,Medium,High,Non-outsourcing,13.38744561066454,4.910674717041946
VEN-01130,High,Cloud,High,Medium,Outsourcing,10.652773419868687,3.028183491930931
VEN-01131,High,Telecommunications,Medium,Low,Non-outsourcing,16.039662280095328,3.04474784765569
VEN-01132,Low,Payments,Medium,High,Outsourcing,7.877630656408334,2.102714826497984
VEN-01133,Low,Facilities,Low,High,Outsourcing,11.190354982976055,1.981757443833976
VEN-01134,Medium,Facilities,Medium,Low,Non-outsourcing,38.60892778303044,2.304914969992324
VEN-01135,High,Cloud,Low,High,Material outsourcing,5.456036877806,2.2472752817798405
VEN-01136,Low,Technology,Medium,Low,Outsourcing,18.59803798777715,9.74665514167387
VEN-01137,Low,Telecommunications,Medium,Low,Outsourcing,29.893907644058828,10.632424376136132
VEN-01138,Low,Payments,Medium,Low,Outsourcing,14.048616170189629,1.696338338723797
VEN-01139,Low,Facilities,Medium,High,Outsourcing,1.9691662073971916,1.9691662073971916
VEN-01140,Medium,Cloud,Low,Low,Material outsourcing,5.614218050087183,5.614218050087183
VEN-01141,Low,Technology,Medium,Low,Non-outsourcing,3.3454381685216865,3.3454381685216865
VEN-01142,Medium,Technology,Critical,Medium,Non-outsourcing,12.610465034964914,3.9583326590379535
VEN-01143,Medium,Telecommunications,Low,Medium,Outsourcing,10.729726558258092,3.114567674950844
VEN-01144,Medium,Technology,Medium,Low,Non-outsourcing,22.70342218222536,1.722603998106361
VEN-01145,Low,Telecommunications,Medium,Low,Outsourcing,23.077446188021337,12.884224744266414
VEN-01146,Low,Facilities,Medium,High,Non-outsourcing,10.303476476108475,5.960082661406736
VEN-01147,Medium,Professional Services,High,Medium,Non-outsourcing,10.71119196468138,5.299231249994491
VEN-01148,Medium,Cloud,Low,High,Material outsourcing,8.153703331464278,2.5663542947498463
VEN-01149,Low,Cloud,Medium,Low,Non-outsourcing,13.708687520575374,4.643804643627968
VEN-01150,Medium,Payments,Medium,Medium,Non-outsourcing,6.4919529896500165,6.4919529896500165
VEN-01151,Low,Technology,Medium,High,Outsourcing,10.085316674166588,1.5712537563489974
VEN-01152,Medium,Technology,Critical,Low,Outsourcing,6.762031295248911,2.530844516109808
VEN-01153,Low,Technology,Critical,Low,Outsourcing,12.170665677501656,1.849500708775987
VEN-01154,Low,Cloud,Low,Medium,Non-outsourcing,18.007641225989694,11.27359582707548
VEN-01155,Low,Facilities,Medium,Medium,Material outsourcing,4.743560009671453,1.5185769841867198
VEN-01156,Low,Telecommunications,Low,Low,Outsourcing,9.733504360231956,5.770645721979633
VEN-01157,Low,Payments,Low,High,Outsourcing,20.848396821954417,1.866457798708003
VEN-01158,Low,Cloud,Medium,Medium,Non-outsourcing,23.97651596801819,5.3844240596206365
VEN-01159,Low,Telecommunications,Medium,Medium,Non-outsourcing,8.191821924317447,1.817279612190985
VEN-01160,Medium,Telecommunications,Medium,Low,Outsourcing,6.941575916476948,3.307716131393124
VEN-01161,Low,Professional Services,Medium,Medium,Outsourcing,1.5274436421911388,1.5274436421911388
VEN-01162,Medium,Telecommunications,Medium,Medium,Non-outsourcing,19.00216665615949,6.511790762608888
VEN-01163,Medium,Facilities,Critical,High,Outsourcing,18.386009955313817,5.197137773379218
VEN-01164,Low,Professional Services,Critical,Medium,Outsourcing,11.468266472046942,6.22561659047736
VEN-01165,Low,Facilities,Low,High,Non-outsourcing,31.57060562333365,13.002049957826754
VEN-01166,Medium,Payments,High,Medium,Outsourcing,10.726201636462555,5.427162148766306
VEN-01167,Medium,Cloud,Medium,Medium,Non-outsourcing,19.301540769814665,9.316460217119838
VEN-01168,Low,Telecommunications,High,High,Material outsourcing,8.448061882237107,8.448061882237107
VEN-01169,Medium,Telecommunications,Medium,Medium,Outsourcing,9.517520540395868,8.732169649326835
VEN-01170,Low,Telecommunications,High,Medium,Outsourcing,12.580210699449395,12.580210699449395
VEN-01171,Low,Professional Services,Low,High,Material outsourcing,6.807966200200293,6.807966200200293
VEN-01172,Medium,Cloud,Medium,High,Outsourcing,16.675000066853237,8.947868551054615
VEN-01173,Low,Payments,Critical,Low,Non-outsourcing,11.683673759869352,3.3518317721204323
VEN-01174,Medium,Facilities,Low,Low,Outsourcing,3.6026217292825238,3.6026217292825238
VEN-01175,Low,Technology,Low,Medium,Material outsourcing,19.53251606888542,4.772719987917605
VEN-01176,Medium,Payments,High,High,Non-outsourcing,6.4875210818334335,2.522085787755638
VEN-01177,Low,Facilities,High,Medium,Outsourcing,6.851975307453149,2.731705391289632
VEN-01178,Low,Professional Services,High,Medium,Non-outsourcing,9.485784191355991,4.7216051742881255
VEN-01179,Low,Cloud,High,Medium,Outsourcing,13.900983792120435,5.605807535954271
VEN-01180,Low,Facilities,High,Low,Outsourcing,12.992698342673194,12.71321824874166
VEN-01181,Medium,Professional Services,Low,Low,Material outsourcing,22.79070850535349,2.5179977702403784
VEN-01182,Low,Professional Services,Medium,Low,Outsourcing,12.655693987627846,2.411491962511058
VEN-01183,Low,Facilities,High,Low,Non-outsourcing,4.493492484327206,1.609647043618969
VEN-01184,Low,Telecommunications,High,Medium,Outsourcing,5.995293807653935,5.995293807653935
VEN-01185,Low,Payments,Low,Medium,Material outsourcing,4.264368671196676,4.264368671196676
VEN-01186,Medium,Facilities,Low,Low,Non-outsourcing,4.219159391985903,4.219159391985903
VEN-01187,Low,Facilities,High,Medium,Non-outsourcing,8.891419095368006,5.7823161036887
VEN-01188,High,Technology,Low,Medium,Outsourcing,18.82324174501049,4.602043401187112
VEN-01189,Low,Cloud,Low,Medium,Outsourcing,11.649167058805755,7.506634310849131
VEN-01190,Medium,Facilities,High,Medium,Non-outsourcing,14.17977433585196,2.1434986897492734
VEN-01191,Low,Payments,Medium,Low,Non-outsourcing,16.532505710268552,6.525542175447711
VEN-01192,Low,Facilities,Medium,Medium,Non-outsourcing,19.509794316396945,4.598323862538394
VEN-01193,Medium,Telecommunications,Low,Low,Outsourcing,7.262294662425573,7.262294662425573
VEN-01194,High,Cloud,Low,Low,Outsourcing,18.17576198844555,7.994085323782717
VEN-01195,Medium,Technology,High,Low,Outsourcing,16.957041929498338,6.054714661179271
VEN-01196,Low,Professional Services,Medium,Medium,Outsourcing,8.691780690089063,4.103629992026735
VEN-01197,Low,Payments,Low,Low,Non-outsourcing,7.003279795266993,2.589510044238585
VEN-01198,Medium,Facilities,Medium,Medium,Outsourcing,10.016152683746933,7.883940562693392
VEN-01199,Low,Facilities,Low,Low,Non-outsourcing,22.456997841257262,5.0426105506248575
VEN-01200,Medium,Professional Services,Low,Low,Non-outsourcing,19.340445234159866,4.969602483542181
VEN-01201,Low,Cloud,Medium,High,Outsourcing,8.648334796925528,3.664425302395182
VEN-01202,Low,Facilities,Medium,Medium,Outsourcing,18.45513306269268,11.494106474384983
VEN-01203,Medium,Professional Services,Low,Low,Material outsourcing,15.358455871724365,11.814499455625723
VEN-01204,Medium,Technology,Medium,Medium,Non-outsourcing,13.960643343335034,3.8721383236558222
VEN-01205,Low,Payments,Medium,Low,Non-outsourcing,21.53883803966792,2.8674752205519645
VEN-01206,Low,Cloud,Medium,High,Non-outsourcing,12.90178915085731,4.118762987691789
VEN-01207,Low,Professional Services,Low,Low,Outsourcing,11.274122527468595,3.038082106127408
VEN-01208,Low,Cloud,Low,Medium,Non-outsourcing,3.1987729370585662,3.1987729370585662
VEN-01209,Low,Facilities,Low,High,Material outsourcing,16.46177781257543,4.930445916201538
VEN-01210,Low,Facilities,Medium,Low,Outsourcing,6.678484502808625,6.678484502808625
VEN-01211,Medium,Professional Services,High,Low,Outsourcing,6.090564021815927,3.9055086834228216
VEN-01212,Medium,Facilities,Low,Medium,Outsourcing,11.476755370547002,11.476755370547002
VEN-01213,Low,Technology,High,High,Non-outsourcing,6.014185899056828,1.6792072756183558
VEN-01214,Low,Technology,High,Medium,Outsourcing,13.454013078567732,4.813871098003866
VEN-01215,Low,Professional Services,Low,Medium,Outsourcing,12.280911859881694,12.280911859881694
VEN-01216,Low,Facilities,Low,Low,Material outsourcing,11.72730389698463,7.719586190067629
VEN-01217,Low,Facilities,Low,Medium,Outsourcing,10.018218513511153,4.350452289177786
VEN-01218,Low,Professional Services,Low,Low,Non-outsourcing,16.196964780283594,6.206412444883597
VEN-01219,Medium,Payments,Medium,Medium,Non-outsourcing,13.48198887774968,1.9737216485211184
VEN-01220,Low,Telecommunications,Low,Low,Non-outsourcing,13.363816289949298,5.018384502847063
VEN-01221,Low,Facilities,High,Medium,Material outsourcing,7.048441842420678,1.94207591645972
VEN-01222,Low,Technology,Medium,Low,Outsourcing,10.50651108407942,1.1971419886592134
VEN-01223,Medium,Professional Services,High,Medium,Outsourcing,6.98509521978406,6.98509521978406
VEN-01224,Low,Telecommunications,High,Medium,Outsourcing,10.42185711640961,3.156921618061847
VEN-01225,Low,Telecommunications,Medium,High,Non-outsourcing,7.579233456035624,1.833592070030692
VEN-01226,Medium,Payments,Critical,High,Outsourcing,10.290279101641332,3.956664268847976
VEN-01227,Low,Cloud,Critical,Medium,Outsourcing,10.508288211432422,7.407224067540559
VEN-01228,Low,Facilities,Medium,Medium,Non-outsourcing,10.29024513978178,1.950306551276804
VEN-01229,High,Professional Services,Low,Low,Outsourcing,16.3796687749736,3.4622286524783608
VEN-01230,Low,Facilities,Medium,High,Outsourcing,14.398257178599806,7.997882274177416
VEN-01231,Low,Cloud,Low,Medium,Material outsourcing,5.194458185512641,5.182853382457677
VEN-01232,Low,Payments,Medium,Medium,Non-outsourcing,9.722383973760904,9.722383973760904
VEN-01233,Low,Technology,Medium,Medium,Material outsourcing,11.714937747282208,8.078428705643423
VEN-01234,Medium,Professional Services,Medium,High,Material outsourcing,7.405147438060633,6.887541908032276
VEN-01235,Low,Technology,High,High,Material outsourcing,12.291879857054402,7.900751830519568
VEN-01236,Low,Cloud,Medium,High,Non-outsourcing,7.882163032046881,1.633667186152995
VEN-01237,Low,Cloud,Medium,Medium,Non-outsourcing,10.86363980296915,4.77026311106691
VEN-01238,Low,Facilities,Medium,Medium,Outsourcing,6.585060786928225,6.585060786928225
VEN-01239,Low,Cloud,High,High,Non-outsourcing,10.260349172169484,3.700126971528296
VEN-01240,Low,Technology,Medium,Medium,Non-outsourcing,14.580820783156272,4.829022721543573
VEN-01241,Medium,Facilities,Low,Medium,Outsourcing,15.58332705651549,3.2001642553762446
VEN-01242,Low,Professional Services,High,Medium,Non-outsourcing,10.972120083242787,3.180586808507232
VEN-01243,Low,Payments,Low,Medium,Non-outsourcing,27.191611226686703,8.629933054849534
VEN-01244,Low,Payments,High,Medium,Material outsourcing,12.901707684256756,12.901707684256756
VEN-01245,Low,Facilities,Medium,Medium,Non-outsourcing,15.813513062807228,12.136306040799024
VEN-01246,Low,Facilities,Medium,High,Material outsourcing,19.89533323702917,1.0825239827373991
VEN-01247,Low,Technology,High,High,Non-outsourcing,7.477584060608933,4.614114558327788
VEN-01248,Low,Facilities,High,Medium,Non-outsourcing,14.509121027120957,3.755377607484951
VEN-01249,Medium,Cloud,High,Low,Non-outsourcing,12.223490380181296,2.1107002354618567
VEN-01250,High,Technology,Medium,Medium,Non-outsourcing,14.768837752082712,8.861434015213968
VEN-01251,Low,Cloud,High,Medium,Non-outsourcing,17.538489592905453,3.951853263753608
VEN-01252,Low,Facilities,Medium,Medium,Outsourcing,6.814141550615892,2.318083186681914
VEN-01253,Low,Professional Services,High,High,Material outsourcing,26.62979724507985,6.2379468428792775
VEN-01254,Low,Telecommunications,High,Low,Non-outsourcing,11.223796516493714,1.9389343694863428
VEN-01255,Low,Facilities,Low,Medium,Non-outsourcing,9.242969247625002,9.242969247625002
VEN-01256,Medium,Telecommunications,Low,High,Outsourcing,2.6131142362311155,2.6131142362311155
VEN-01257,Medium,Technology,Medium,High,Outsourcing,19.245075802313764,7.800341140085098
VEN-01258,Medium,Technology,Low,Medium,Non-outsourcing,16.945574604231386,6.703362669372051
VEN-01259,Low,Facilities,Medium,Low,Non-outsourcing,9.895728751850251,4.583483008793095
VEN-01260,High,Payments,Low,Medium,Non-outsourcing,3.718603934501484,3.718603934501484
VEN-01261,Low,Payments,Medium,Medium,Outsourcing,11.462930991778473,4.506518022078968
VEN-01262,Low,Professional Services,Low,Medium,Non-outsourcing,4.866012480364978,1.5689126684235242
VEN-01263,Low,Telecommunications,Medium,Low,Outsourcing,18.28045504304468,7.559295690032335
VEN-01264,High,Payments,High,Medium,Non-outsourcing,9.735244236006205,9.735244236006205
VEN-01265,Low,Cloud,Medium,Medium,Non-outsourcing,6.497699293176963,3.2078829673377696
VEN-01266,Medium,Professional Services,Medium,Medium,Outsourcing,12.457518563067191,8.396465988736832
VEN-01267,Low,Technology,High,Medium,Non-outsourcing,13.374640663029147,4.923226939796012
VEN-01268,High,Technology,Critical,Medium,Material outsourcing,14.168377438417515,3.393874252925856
VEN-01269,Low,Cloud,Medium,Medium,Outsourcing,6.725552146962933,0.8668347121750328
VEN-01270,Low,Technology,Low,Medium,Material outsourcing,17.467246289733648,7.718652283004731
VEN-01271,High,Professional Services,Low,High,Outsourcing,9.854625105832325,6.743826903844624
VEN-01272,Low,Telecommunications,Critical,Medium,Non-outsourcing,3.0897558994331464,2.280252271623428
VEN-01273,Low,Facilities,High,Medium,Non-outsourcing,10.453654038608896,4.104934794250054
VEN-01274,Low,Payments,High,Medium,Outsourcing,10.384220363816029,4.8979722873836256
VEN-01275,Low,Technology,High,High,Outsourcing,10.287811363628856,6.173203071439758
VEN-01276,Low,Telecommunications,Low,Medium,Non-outsourcing,12.584270885738189,9.49274281121097
VEN-01277,Low,Professional Services,Medium,Medium,Non-outsourcing,23.793889445131438,4.394086434772169
VEN-01278,Low,Technology,High,High,Non-outsourcing,10.611825256054397,1.3684675530927437
VEN-01279,Medium,Payments,High,Low,Non-outsourcing,11.279725945837898,5.05883597375957
VEN-01280,Low,Facilities,Low,Medium,Non-outsourcing,8.205338914057412,3.701698878102835
VEN-01281,Low,Payments,Medium,Medium,Outsourcing,10.598719224442494,2.810033442607795
VEN-01282,Low,Professional Services,Low,High,Material outsourcing,14.322337858598718,8.589771519560774
VEN-01283,Low,Technology,Critical,Medium,Non-outsourcing,14.490147931711606,2.5919429813458104
VEN-01284,Low,Telecommunications,Low,Low,Non-outsourcing,20.650403059154407,1.794041202817696
VEN-01285,High,Facilities,High,High,Non-outsourcing,3.5581689146435487,3.5053010828897446
VEN-01286,High,Telecommunications,Low,Medium,Non-outsourcing,16.532961283100054,4.826202145617863
VEN-01287,Low,Technology,Medium,Medium,Outsourcing,15.332944833980886,5.271118086212547
