vendor_id,country_risk,industry,criticality,inherent_risk,outsourcing_category,vendor_age_years,years_with_company,annual_spend_m,spend_growth_pct,spend_concentration_pct,contract_amendments_24m,contract_obligation_count,service_schedule_count,contract_age_months,contract_months_to_expiry,prior_review_on_time_rate,ownership_changes_24m,mandatory_training_completion_pct,review_days_overdue,risk_assessment_days_overdue,attestation_days_overdue,open_issues,overdue_issues,repeat_issues_24m,avg_remediation_days,risk_acceptances_24m,assurance_exceptions,high_severity_assurance_findings,control_maturity_score,independent_assurance_age_months,sla_breaches_12m,availability_pct,operational_incidents_12m,critical_incidents_12m,mean_incident_resolution_hours,executive_escalations_12m,complaints_12m,critical_vulnerabilities,avg_critical_patch_days,security_incidents_24m,penetration_test_high_findings,external_cyber_score,revenue_growth_pct,debt_to_ebitda,current_ratio,credit_score,days_payable_outstanding,invoice_disputes_12m,service_dependency_pct,alternate_provider_count,geographic_concentration_pct,subcontractor_count,relationship_manager_changes_24m,overdue_review_12m,control_deficiency_12m,concentration_event_12m,financial_distress_12m,contract_non_compliance_12m,any_risk_event_12m
VEN-00954,Low,Payments,Critical,Medium,Outsourcing,10.28539422398953,6.5497806725730205,3.0558224309981594,43.43518277378325,40.05080953044396,1,25,2,51,14,0.7899356102962696,0,100.0,0,0,0,4,0,2,19.23133802131994,0,0,0,3.201671554375851,7.007401937407716,3,98.47655017442192,0,0,27.18958573525433,0,0,1,3.213875107156784,0,0,818.9895811430094,4.477085852534852,1.840126153513005,0.8149016987313856,653.3788563957391,38.395356842819126,1,32.31115391435731,1,23.778809183306777,1,0,1,1,1,0,0,1
VEN-00955,High,Technology,Low,Low,Material outsourcing,18.863508712468164,7.352365741945275,3.8245962231712536,46.29231615941253,46.9080011150152,1,30,8,120,14,0.6102942537456022,2,86.76977715868357,0,0,0,3,0,0,74.17405449994341,0,1,1,2.9768152180797927,10.744501519181105,1,100.0,0,0,29.48997093080808,2,3,0,31.85406609893835,0,0,706.34570428464,-12.144011766810635,2.953770767076859,0.9831536014232916,796.3277072393206,48.86236361419804,1,63.56067265646011,1,18.530454927167217,1,1,0,0,0,0,0,0
VEN-00956,Medium,Professional Services,Low,Medium,Material outsourcing,6.71166424674365,3.3677263649139464,0.8195619390656698,26.94385865923664,19.30858656476822,0,26,3,99,28,0.941263385656099,0,100.0,0,24,129,5,1,0,70.41069408442405,0,1,1,1.921563436149208,17.450627446559363,2,98.4899275281812,1,0,12.639816989206835,0,1,1,34.840953452496954,0,1,787.896337966117,0.1609358122528341,1.0941955363822355,1.62618731225968,759.4808640757593,23.357260151371904,1,61.79217141181402,5,32.529093239438794,1,0,0,0,0,0,0,0
VEN-00957,Medium,Facilities,Critical,Low,Outsourcing,22.185895744556447,8.969387394261405,9.751513337614336,13.060944955132465,29.2875771867288,2,28,2,3,-5,0.8973179632095338,0,97.70437562301248,0,0,0,7,0,2,139.11074593211328,0,0,0,1.5297825479036165,2.6965868612063075,5,99.6235967751997,1,0,30.009695400451346,0,2,0,15.690795737793833,1,2,769.6150732193568,9.032494492588228,5.937332311874062,1.378734778788353,796.3256041424505,51.74675003313352,0,45.4858115749072,3,55.082515510724186,4,0,0,0,0,0,0,0
VEN-00958,Low,Facilities,High,High,Non-outsourcing,12.642280068683664,6.878282107873277,14.201779838551134,17.274595912112858,12.892993876888504,3,31,4,48,56,0.8272011609190835,0,89.66601341953664,207,118,0,0,0,0,179.03427213167123,0,1,0,3.8554396960046473,15.272141920432825,7,99.20119724222282,0,0,14.0289201253956,1,2,4,26.08349235553075,0,1,709.4469346749711,14.106437607567925,2.000649155158396,1.1202125878522136,731.687700644176,35.24564308310248,1,44.58193145377006,1,43.31382098683107,4,1,1,0,0,0,0,1
VEN-00959,Low,Facilities,High,Medium,Outsourcing,14.417293982005852,3.574278757588628,2.925937327861136,-7.508064943751936,40.08570448479824,3,31,4,65,59,0.8500307594155935,0,92.2953520881057,22,0,0,4,1,0,44.002949397940114,0,3,1,3.009900167188058,11.989860619062632,2,98.31925779003916,1,1,28.96178413964162,2,1,3,26.375629639131155,1,2,950.0,2.4011350551056,2.9883386549103714,2.0805639974957715,580.0787152818214,68.74398668661561,1,52.50690564309682,0,32.41963189487277,6,1,0,1,1,0,1,1
VEN-00960,Low,Cloud,Medium,Medium,Outsourcing,6.136115158436732,6.136115158436732,1.6047494382323315,29.58047700353498,19.111140708178954,1,25,4,85,-4,0.7330112766023723,0,88.451024592703,0,0,0,5,1,1,61.533496587941855,0,0,0,5.0,21.444632374496027,3,99.58926427040092,1,0,40.31214827137802,0,1,0,8.303257585672734,0,0,672.836537907091,14.309477045469803,2.5239426835342087,0.8288964909282934,638.262345467403,27.31787835095509,1,43.26583001308327,0,69.42798067220032,6,0,0,0,0,0,0,0
VEN-00961,Low,Telecommunications,Critical,Low,Non-outsourcing,6.03749773651596,5.433985184655429,4.990168737526842,43.7392136851568,45.45267405099443,2,31,1,65,28,0.9450921161086332,0,99.65953993045945,120,0,0,4,2,1,115.1337744975844,0,0,0,3.257834072857104,33.29797800202172,4,99.66689646979115,0,0,7.390426641853191,0,2,3,25.296246311021555,0,2,744.3021054708685,-28.14141242361101,1.8351970971871976,0.7448213942159359,793.1807237818007,22.54581142349278,0,52.02383570956148,2,59.29757472454589,4,0,0,1,1,0,0,1
VEN-00962,Low,Technology,High,Medium,Non-outsourcing,13.281628703484614,1.1925773430275233,6.099927542978299,36.12394769885356,39.24166612018395,2,30,4,74,17,0.7362230641722892,1,100.0,0,0,0,2,0,0,36.53598258173024,0,0,0,3.908974617377168,9.249021065106332,5,99.77424492413915,1,0,22.050258549806045,0,0,1,35.743772201233824,1,0,859.0315497736117,7.176424636136119,2.275117319678833,0.6411911069002227,609.8554439025456,45.855322774411526,0,48.52467623894188,5,55.13415565120462,1,1,0,0,0,0,0,0
VEN-00963,Low,Technology,High,Medium,Non-outsourcing,14.636475001433986,3.57051562161177,7.08066800709658,23.021731207079405,52.40230539480134,1,22,4,71,17,0.8359107086570466,0,100.0,0,97,0,2,0,0,78.28769635666228,2,1,0,3.780253051753805,21.30141480490981,4,99.17261505429232,0,0,16.69018996063058,0,0,0,15.519896958059135,0,1,586.4018517523887,0.0763190975603311,0.8496508863177347,1.4890458882690254,631.8117757689516,42.86549615131704,2,25.988809079440912,2,30.822029742623474,5,1,0,0,0,0,0,0
VEN-00964,Low,Technology,High,Low,Outsourcing,9.835075009546031,8.905345502564098,5.64223281705468,1.502343667804717,42.84999660815908,1,22,6,19,18,0.9250488448289464,0,100.0,0,0,0,2,1,1,188.0150086875479,1,2,1,3.862664956916744,8.313910403344709,2,99.17899344500816,2,0,28.18874100935859,1,2,0,21.113176920111297,0,0,813.6379148614133,14.344885311402862,0.8804126223593055,1.411159175081958,900.0,21.06997553346301,1,29.28458982588681,3,36.813780811915606,2,1,0,0,0,0,0,0
VEN-00965,High,Professional Services,High,Medium,Outsourcing,15.394659201317555,3.647163969747917,7.849043397342137,-1.6112446967402985,39.68397854193893,4,28,4,43,28,0.633386468233401,0,93.45935400612466,0,0,0,3,0,0,77.45441160313698,2,3,1,3.0433613765458984,3.854242791401788,2,100.0,1,0,42.18494437504919,0,1,3,60.335553004343794,0,3,536.240121788767,5.212519746067972,2.120367640023568,1.0338329037135696,623.3194486910506,55.4597394875806,2,32.67684511352253,2,62.18862145281416,3,0,0,1,0,0,0,1
VEN-00966,Low,Professional Services,Medium,Low,Outsourcing,6.112726297367816,4.84763784968254,1.2688364685660576,3.68580936241856,43.554546913424296,3,37,6,38,58,0.814265181871108,0,87.25100641470101,0,0,0,3,1,1,71.74775811553576,0,1,1,4.151069828972812,23.176480955807413,1,99.49444272852472,3,0,15.07512167011145,0,0,0,23.46422083746772,1,0,791.3570164015545,20.79501282814809,1.355787024425907,0.8030022781820768,732.8358988003478,77.14965554798752,0,26.661165412693105,0,56.04878294459618,3,2,0,0,0,0,0,0
VEN-00967,High,Cloud,Medium,Low,Non-outsourcing,5.051849775108095,5.051849775108095,7.41198400870313,-11.71451468847063,44.783835445112025,2,26,5,45,42,0.715485592037862,0,94.99226536545086,92,0,0,4,1,0,84.89826320127334,1,1,0,3.0397965085863143,18.462395495240088,4,99.68445728149872,1,0,36.89380920428248,0,0,0,21.64643882538271,0,0,840.9603144533324,1.342756874445528,2.2722747915356707,0.8929440419190956,630.7025266576028,62.9264807166327,1,23.890430779493983,2,76.35028528589206,4,1,0,0,0,0,0,0
VEN-00968,Low,Professional Services,Medium,Medium,Non-outsourcing,11.929248338836148,3.678472642940199,1.6500715206618268,15.41620792107144,32.094149365425366,2,24,5,26,59,0.8102954129386538,0,84.73883845632469,107,0,0,6,2,0,74.88587989444717,0,4,1,3.7813355394120514,13.064920015547688,3,98.4252523575506,2,0,19.471694695094666,1,2,3,23.84870221045397,0,0,851.906842501691,-30.98183487538836,2.314855838847528,0.5641836966144566,705.0423128615282,60.12010038968695,1,36.55826553624338,1,75.15849075820357,5,0,0,0,0,1,0,1
VEN-00969,Low,Technology,Medium,Low,Material outsourcing,5.986283985284107,5.986283985284107,0.1718862383108139,-65.0,38.524155903338695,3,27,6,115,10,0.9307866574910424,1,95.48313395133871,0,0,0,3,2,0,26.79907353934464,0,1,1,3.766384277720864,8.3896532292597,1,99.79369660732648,1,0,6.832268030909791,1,0,1,64.01186132656747,0,2,839.9322463336034,2.045938523397592,2.152428655685516,0.8652115955657145,799.0393669822987,53.68115116610508,1,32.85078290287798,3,23.384701390541068,5,1,0,0,0,0,0,0
VEN-00970,Low,Cloud,Medium,Low,Non-outsourcing,4.24590831121883,1.9515988269008075,1.6334881588806631,-6.547299604490057,17.57338923490127,1,26,6,16,50,0.629476715593156,1,97.71905366572152,0,0,0,0,0,0,58.14054558153837,0,0,0,4.192639322868738,6.359012044081708,2,98.7280631953052,2,0,36.773761270607736,1,1,1,29.36897547600751,0,0,739.7636599281878,1.9748498208526504,1.0115818172896351,0.560389061332275,792.6893922746378,34.840154094000255,0,50.27179100831527,0,30.245516127011403,3,2,0,0,0,0,0,0
VEN-00971,Low,Payments,Medium,Medium,Non-outsourcing,7.002532590394599,5.856093983955327,1.4780244042392263,9.839922017103811,67.45551374555018,3,24,3,40,20,0.7203199781119096,1,97.72185660882536,3,0,0,2,0,0,30.105986101317846,0,1,0,3.272090151152152,19.01738717747173,4,99.06930205993127,1,0,3.062283954613635,4,1,0,128.72741145549534,0,0,781.8480667079347,25.952099533919625,2.4612096390824645,0.8325209712727553,615.9623579802069,14.256908729262976,0,30.512255827389232,1,22.10965305719676,4,1,0,0,1,0,0,1
VEN-00972,Low,Cloud,High,Medium,Outsourcing,14.385933419126824,5.636867892478652,3.543591408842452,75.54473573374067,21.80820603487213,0,25,6,51,18,0.8824928844682398,0,81.69452153995358,0,0,0,2,0,0,37.339225857581305,0,2,0,3.768240057348241,2.924481444398528,2,99.55088202606235,2,0,29.245397028693425,1,0,0,9.489225862756118,1,0,821.5063796341248,10.237895381611978,2.516802250951052,0.7192661379080936,786.3650344634025,5.0,0,36.0636915346877,0,34.54703081246034,3,0,0,0,0,0,0,0
VEN-00973,Low,Telecommunications,Medium,Low,Outsourcing,12.5111084153965,6.184875185663175,6.833179717575336,8.119512039646022,3.4056153072427384,2,30,2,75,-5,0.9286432869064634,0,94.34394856677092,0,0,0,0,0,0,76.0281772783163,1,0,0,2.437682375541085,19.241899362629432,2,100.0,2,0,13.646658065136934,0,0,1,20.230601501088067,1,0,719.1249064163393,1.0756738569538769,1.7854494617753731,1.8223585105357083,535.290688462886,47.72828145163946,0,66.51006761937866,0,39.0647372483242,2,0,0,0,0,0,0,0
VEN-00974,High,Cloud,Low,Low,Outsourcing,21.038431243391106,6.667804765290626,3.3605121839051906,9.11445200414652,35.33765506645287,1,17,3,24,53,0.7079848053166663,0,83.34455131583742,0,0,0,4,0,1,137.13346879123338,1,1,0,2.9557022373948816,5.211493840469695,2,99.0148781424216,3,0,21.707431976088063,0,1,2,19.91362110114917,0,0,724.1152220987475,-9.226747866890529,5.363590854253041,0.8387785357801367,719.9841875846129,17.309772405568722,0,33.297492397542044,4,62.09803807885431,6,0,0,0,0,1,0,1
VEN-00975,Low,Telecommunications,Medium,Medium,Outsourcing,12.933130291309322,4.984058279449479,24.76674057818336,-14.50530711057264,19.25428336772957,2,26,7,85,-1,0.8399380302309468,2,87.49072951648171,0,0,0,2,0,2,42.31051203650944,0,0,0,3.470563059972264,2.231951949769002,3,98.81770184777966,0,0,6.701728931020785,2,5,1,52.25377444474908,0,0,732.4906890521152,18.61655879659313,1.0757611605601392,1.5147561571905168,808.6088735315149,98.23627391441232,1,58.10939305051941,0,8.026839606762666,0,1,1,0,0,0,0,1
VEN-00976,Low,Technology,Low,Medium,Non-outsourcing,6.2460324136471055,4.604263616428758,1.525714959258881,54.42747462890178,35.679189731141484,2,26,10,9,25,0.7104523731073016,1,95.73225720993857,7,106,0,5,3,0,56.6247727866548,0,3,1,1.7177962476907331,8.992360745853533,3,100.0,2,0,32.14488374970827,0,1,1,22.71605101252124,0,0,632.6786036746615,-28.106021897663624,2.008042005971578,1.6927366419808734,637.1822549437683,106.26650133856012,0,60.73795477418268,4,17.66806195135745,3,0,0,1,0,0,0,1
VEN-00977,Low,Facilities,High,Medium,Material outsourcing,14.85955514367716,4.832771299666198,0.3052928544559522,-13.961528439000643,33.471390421375844,1,27,1,8,59,0.7391975684871284,1,94.46472021861943,204,0,0,1,0,0,31.041860144572244,2,1,0,2.8790543796125987,12.402923937665612,5,99.86651261370778,1,1,21.25693999475892,1,3,0,15.32291764747368,1,1,673.6361208864884,4.818429312584536,2.237561035015082,1.155777561495317,606.5901647910491,81.56288037719054,1,20.8008982245796,2,73.38529141798242,2,0,1,0,0,0,0,1
VEN-00978,Low,Professional Services,Medium,Medium,Outsourcing,7.943609147872453,7.943609147872453,3.6906162956352775,62.885560193605386,33.018653765560984,1,29,4,25,36,0.5296510786187006,1,76.66033149034263,0,0,0,1,0,0,66.21623876566015,1,0,0,3.0632045280137654,22.56622173023635,1,99.41768341472394,3,1,9.41672096810414,0,3,1,36.608504074903074,1,1,839.9142049817244,-11.80316514811551,1.568321798401313,1.2337244839833668,798.8413009094043,57.4406302528789,0,9.655661039928171,1,66.90786276239167,2,2,0,0,0,0,1,1
VEN-00979,Low,Facilities,Medium,High,Outsourcing,9.738284001540691,5.308313316132249,1.4928136481205732,-11.978442051887146,21.978975985129807,3,27,5,27,0,0.7427108976508269,0,91.497261898295,0,0,0,1,0,0,53.79127786579869,1,0,0,3.452114889451694,16.291542831774787,3,99.59743742618517,2,0,9.324511424832492,0,0,2,30.169508244763552,1,0,822.2759370995666,-13.446997824392565,1.2316906733447706,1.4000974521539258,756.1808930798276,54.40603886631568,0,66.59674234499126,1,74.16914622831764,3,0,0,0,1,0,0,1
VEN-00980,Low,Telecommunications,High,High,Non-outsourcing,8.022639920375397,8.022639920375397,0.8234492076224518,33.42403061646483,8.452974174074706,2,27,2,75,56,0.8907593889742131,0,91.74842700114772,0,0,0,4,2,0,60.99824217745412,1,2,0,4.7125664527980495,34.43534997452825,3,99.42868784734772,0,0,21.97557786284264,2,1,1,61.90821269890294,2,0,720.3220034167224,38.88035999551904,1.3125616165825804,0.4267201018242486,672.9993396939233,42.06345490983696,2,73.85730056893426,1,25.20888738946977,4,0,0,0,0,0,0,0
VEN-00981,High,Facilities,Low,Medium,Outsourcing,5.772361228702964,5.772361228702964,1.9595471318993944,6.4691666979798,76.22853635439506,3,33,3,97,33,0.8149511464382186,2,91.7784966332681,0,162,0,5,0,0,88.94738755815935,0,0,0,2.3647103432683827,6.912378099829491,3,99.93579819999408,4,1,9.800784854821384,0,0,1,17.29592408770808,1,1,630.6484531636329,-2.00990589384724,1.5230962850854413,0.919733627317992,678.8045028692262,16.570957139535764,0,38.19627202290593,1,68.41319181525675,3,0,0,0,0,0,1,1
VEN-00982,Medium,Payments,Low,Low,Non-outsourcing,37.46503672362147,5.309905728032272,1.148258917665009,-7.184191524416741,4.555045382585802,0,25,4,98,9,0.6478978069535553,0,91.3253322564678,40,0,0,4,3,0,20.00206907177315,0,0,0,3.98193090648528,3.921558070537132,2,100.0,0,0,8.220364873245872,0,3,1,38.46828205099848,0,2,838.224129759821,-11.795948884601994,1.4356428469242342,0.7620385147513217,592.6603025405178,82.40743421259961,0,87.82778432453757,3,52.90454052612639,2,0,0,0,0,1,0,1
VEN-00983,Medium,Cloud,High,Low,Outsourcing,7.303427922400476,2.08774574053089,1.2798368589672002,35.25892454127849,25.51413971941997,3,35,8,22,10,0.6735367799752888,0,100.0,0,0,0,1,0,1,91.45910338547554,1,2,2,5.0,20.035665900016177,5,99.35650918711112,1,1,4.067189912170387,1,2,2,36.15255421988449,0,0,846.2128777656985,-23.340467855007205,1.7738338360439163,1.0868434583518911,523.5173867979681,68.51827082455154,0,51.62730294466618,3,33.380030301576056,6,1,0,0,0,1,0,1
VEN-00984,Low,Facilities,Medium,Low,Outsourcing,3.9174371074525096,3.9174371074525096,14.508783045456218,43.86949701154155,16.485644812938194,1,34,5,56,51,0.8677229938552079,0,69.90310134620984,0,0,0,2,0,1,131.74292011615424,1,1,0,3.574575042397028,17.695251480711722,2,98.5015927678091,2,0,8.619438956526551,0,0,3,36.30065086471007,0,0,883.8906754523883,18.06841012880202,2.1962881943856933,0.6504959437612751,558.568288622427,72.3210732595043,2,13.588128175916792,2,44.10218663570437,9,0,0,0,0,1,0,1
VEN-00985,Low,Cloud,High,Medium,Outsourcing,15.734562080253047,4.084646071632662,3.1166444495725005,2.99070639519714,63.391928903984805,0,24,7,21,32,0.9470885784670214,0,90.63809395111,0,0,0,0,0,0,135.66816476315643,1,1,0,4.698992596578579,9.397076693214228,1,100.0,0,0,17.40036496112004,1,1,2,3.945458843131082,0,1,701.0741035240773,24.708170803511027,6.660144217721847,1.510444117979421,599.6107486058369,58.1245259646032,2,58.882991163426304,0,16.889105193889502,6,0,0,0,0,1,0,1
VEN-00986,High,Payments,High,High,Non-outsourcing,3.3128358052377065,3.3128358052377065,2.030135690056897,7.346995794723933,21.07861398435912,1,35,4,74,19,0.6259612665376489,1,76.4389356640162,0,0,92,4,0,0,104.1279704536082,0,0,0,3.249296380579739,7.694949305575395,1,99.34497367161032,2,0,29.65028823192367,0,1,3,38.06593225645136,0,1,829.7203766863138,-9.18094996766206,1.9959999961313413,0.6280196434748664,652.6669561002866,43.19432080378535,1,46.71476900283171,1,45.49679137854095,5,0,0,0,1,0,1,1
VEN-00987,Low,Cloud,Critical,Medium,Material outsourcing,10.327427411965475,2.938327346612389,15.758436308212312,-3.1404181266548203,19.352675658708467,3,29,2,31,12,0.9085471309192176,0,90.43270369168684,0,83,0,4,1,0,165.08076875216824,1,1,0,2.9662226615965075,11.106067600755887,3,99.047570786458,1,1,10.543961652165445,0,1,1,30.58289066823913,0,0,708.9875196766056,3.5418819565392066,1.3776414665310492,0.8032940228038058,624.17627967007,32.500386578673066,1,43.546555799659984,3,70.52155025971247,4,1,0,0,0,0,0,0
VEN-00988,Low,Payments,Low,Low,Non-outsourcing,16.91428972374857,4.816620879866721,1.9639853878917968,14.04950727444047,9.213452313213825,2,31,3,79,52,0.6243950504524,1,100.0,0,163,0,1,0,1,108.19668731077658,0,1,0,3.5312631398113563,13.34922263235622,3,96.61115517340484,2,2,15.990433843051358,0,0,1,18.003013201269933,0,1,612.3708065159851,-7.768669866261165,2.0716257072562505,1.4605937412464454,611.9855367087096,38.36107764569218,0,45.00476129567249,2,17.988413331983427,3,1,0,0,0,0,0,0
VEN-00989,Low,Professional Services,High,Medium,Outsourcing,5.357140468126369,3.973442275992655,0.7024778358432153,-21.555881889171,28.1400405328596,0,33,4,93,16,0.8491986597479676,1,100.0,0,0,0,1,1,0,74.2773679401257,0,3,1,3.59447669434845,10.300637316341794,0,99.94266029620331,0,0,29.038901415471315,1,0,0,20.577935412041224,1,1,739.7989595721776,28.46705214658619,5.403480162573038,1.3753707614326118,549.986895932975,45.40513583402479,0,40.51578688194412,1,44.98786227999768,3,0,0,0,0,0,1,1
VEN-00990,Medium,Cloud,High,High,Non-outsourcing,11.224687153135145,7.6238390071924,0.6318503868256614,-64.72137831543093,26.905058935012704,2,22,8,79,29,0.8676984214740787,0,99.36759293996496,0,0,0,1,1,0,65.18006387095191,0,0,0,3.201327765808702,12.00791270154824,1,99.1727737452315,0,0,21.847050998811323,0,4,2,47.85186445755047,0,1,820.0922040154503,25.8973241973795,2.9646450204804333,0.7340695594462094,661.6946709753404,87.17191516454335,0,4.785159722913997,4,44.14639826889483,3,1,0,0,0,0,0,0
VEN-00991,Low,Professional Services,Low,Low,Non-outsourcing,9.53216926335849,9.53216926335849,2.489306970652566,-42.49616042050843,39.0065522587315,4,30,3,1,-3,0.9184808029321264,0,94.4260538429121,0,0,0,3,1,0,109.80219862695284,0,0,0,3.675873611192842,11.187942578462032,2,99.5659511982634,1,0,12.620331776317432,0,0,1,77.79639349991743,0,1,897.6474490835187,33.81774895555613,3.7149619885923006,1.2421486258538974,726.2272228962971,55.214556676598,0,17.143607369971303,3,37.65251403373674,3,0,0,0,0,0,0,0
VEN-00992,Medium,Payments,Critical,High,Material outsourcing,7.236748336026897,4.748831420819841,0.4464282789511493,2.0313310257455104,24.44258391986342,0,33,1,119,9,0.91259093142227,2,100.0,62,9,11,2,0,1,87.95282320075606,0,2,2,3.1275043052675904,11.681973581184064,1,100.0,2,0,31.564013171033245,0,1,1,33.1681593861319,0,2,730.2164200826626,-10.211285143038914,1.4802321083321148,0.5631302119003935,732.7964282368273,14.567506424086432,0,42.44464913154772,2,45.055919287949074,3,1,0,1,0,0,0,1
VEN-00993,Medium,Cloud,Medium,High,Non-outsourcing,21.068516449928868,3.758699294942548,0.7484861428620514,-20.88681949861644,25.54057610267096,3,25,4,55,46,0.9433863201966723,1,89.02989868122033,0,0,0,1,0,2,19.280638160701447,0,0,0,3.05628960139745,3.2162597554156047,2,100.0,0,0,9.158430148675013,1,1,0,44.37356577458809,2,2,757.1064919360083,2.074064713332952,1.4047352122139318,1.0114326801334894,733.5729689603137,66.71236229923598,0,17.310496441326183,1,31.173749804725965,2,1,0,0,0,0,0,0
VEN-00994,Low,Cloud,High,Medium,Material outsourcing,9.488685993018416,2.17492978023508,1.787142390557986,4.825081484589763,30.49866608678895,0,15,5,74,44,0.6256585196637197,3,99.09719402769944,0,151,0,1,0,0,58.37981563748364,0,1,0,3.0983966131716385,21.140544834961872,2,99.44174140312138,1,0,24.95093549871203,1,4,0,7.968867236898914,0,0,522.9825441870835,-2.0713736096297257,1.5833784574234495,0.6237581959614789,765.8058404886667,49.01428065139207,0,76.1774333732545,4,52.82976580463141,1,0,1,0,0,0,0,1
VEN-00995,High,Payments,Medium,Medium,Non-outsourcing,15.576546941889235,3.475678937273121,9.44166455950084,-5.8369693760329024,34.12231538393737,1,33,3,83,59,0.7896646476851118,0,96.74449758853896,0,0,0,3,0,1,16.65813973530105,1,2,0,2.988224826390149,6.196783143661801,1,99.39426032116116,1,0,16.451379879741637,0,0,0,39.02395178688039,0,1,697.6159602001889,-5.655463313682601,4.806729130094225,1.2881116916576631,447.99843474430656,73.75119658938064,1,37.34335045577515,0,55.94968166669505,2,1,0,0,0,1,0,1
VEN-00996,Low,Payments,Medium,Medium,Outsourcing,17.62948121591577,11.563945300942787,11.257044309752985,-11.071964410141536,23.009566230982102,3,32,1,66,-1,0.7962395391836601,0,100.0,0,0,0,5,2,0,18.95460055143382,1,1,0,3.062351111478512,6.949057058560057,1,99.18013659950702,0,0,9.488772445976537,1,1,0,11.018113871658038,0,0,773.9457427660508,1.977839915124485,1.792290156918021,1.0006708878385433,900.0,37.285109780736974,1,10.6622334135878,2,28.47192693689116,3,0,0,0,0,0,0,0
VEN-00997,Low,Payments,Low,Low,Non-outsourcing,10.095936033129936,4.7947199886707175,5.615956271319835,-9.518798283401235,61.38376386075194,3,35,3,115,27,0.6256804455690608,1,93.81510170863667,0,0,0,1,1,1,118.37959193564777,1,1,0,4.39715506942705,14.929365612683164,1,100.0,1,0,29.2510403371964,0,2,0,9.38203367434743,0,2,674.2530392189403,-43.57130640076588,4.7953595673774645,1.29045928607444,803.1940550404613,64.78858220823813,1,43.62609847021442,2,72.70525832925759,6,1,0,0,0,1,0,1
VEN-00998,Low,Technology,Critical,Medium,Outsourcing,6.31878077628188,6.31878077628188,2.706717505242953,34.114494799058846,22.74642170562911,0,20,2,105,1,0.8132456001329789,0,97.16297064988292,158,0,0,1,0,0,84.48584246104245,0,2,0,3.727125151040043,15.236927337589028,0,99.4951668580473,1,0,40.71587477190104,0,0,0,105.82551285476453,1,1,726.5084849713277,3.3755516376245738,1.5167536775317558,2.430311191803066,698.2243145266648,24.55284560608021,1,41.24002225236472,3,48.31085449913226,5,3,0,0,0,0,0,0
VEN-00999,High,Facilities,Medium,Low,Material outsourcing,17.83912530420394,1.667485912566098,1.4514369106089118,14.352555837831575,21.07406025431519,2,18,2,79,43,0.8321380804324227,0,90.851448103643,0,0,0,2,2,4,110.51498246283458,0,1,1,2.6749139183868804,48.0,3,98.96656030029708,1,0,38.44043163886048,1,0,2,29.01190903986957,0,0,543.4374294637948,-1.7144345160537489,3.277205624642448,1.5482360145077303,649.3989310082561,65.65311297101896,1,19.39389097558022,3,43.44364238892633,4,2,0,1,0,0,0,1
VEN-01000,Low,Payments,Low,Medium,Outsourcing,10.338556117539635,1.6133123091285526,4.166991742555627,50.25363793401673,23.683888499709127,1,27,7,75,2,0.8760445996614367,0,94.3339198567951,0,0,0,3,2,0,126.02295213642608,0,1,0,3.719650319173637,20.835700536229748,2,99.9924551485002,0,0,28.617250858359,0,0,0,29.65354653507741,2,0,702.3027834882478,-1.732559701059162,1.120406581037544,0.8421747549145148,655.4047460778828,98.2159780748169,1,46.06023976310702,2,35.595923555592975,2,1,0,0,0,0,0,0
VEN-01001,Low,Cloud,Low,High,Non-outsourcing,10.920655805332558,1.4590571454257233,19.30110597478508,10.788029107072344,33.21534917089119,3,24,7,42,0,0.6705866982675692,0,94.90582358629716,0,141,0,4,0,0,78.30267685900021,1,1,0,3.606786829492538,12.205020864254312,3,98.62326228539436,1,0,25.85248842676477,1,2,4,37.67970393472409,0,1,739.6940935714418,30.03209828807425,2.9408041288191464,0.8271724639051371,653.36877889471,71.87375160027372,1,85.06539375795117,2,77.95532839251891,3,1,1,0,1,0,0,1
VEN-01002,Low,Payments,High,Medium,Outsourcing,9.177839666849708,9.177839666849708,3.175797184900929,-43.56866440763307,30.40353860898884,2,27,6,55,49,0.8116102121423928,0,98.30342531768378,0,0,0,1,0,0,70.68412367509124,1,2,0,2.777398830917732,14.722465800346898,0,98.98140349342614,3,0,7.601570621652873,0,0,0,26.910152019360883,1,0,818.0930338514663,15.974779070302557,0.9518063578272378,0.5587544114269093,478.26129519567496,38.24111308191584,0,39.84747107979405,1,80.42544021138195,2,0,0,0,0,0,0,0
VEN-01003,Low,Facilities,Low,Medium,Outsourcing,17.51996067900062,4.917887494598794,1.6352565507813248,-20.18264177876816,26.70953422624144,2,29,4,1,0,0.8833770250420716,1,95.11976421159724,0,0,0,3,2,2,31.73759949102614,0,1,0,3.1168527141735582,23.63134534624255,3,99.82151671948888,1,0,14.140235673011636,0,1,3,61.775389368352336,0,0,816.9750924049777,28.711022981943024,2.454757504149871,1.9051386106344887,661.4057711478697,9.880972105964815,1,43.19865370577903,3,53.476648901226994,3,2,0,1,0,0,0,1
