vendor_key,overdue_review_12m,control_deficiency_12m,concentration_event_12m,financial_distress_12m,contract_non_compliance_12m
VEN-00818,0,1,0,0,0
VEN-00819,0,0,1,0,0
VEN-00820,0,0,0,0,0
VEN-00821,0,0,0,0,0
VEN-00822,0,0,1,0,0
VEN-00823,0,0,0,0,0
VEN-00824,0,0,0,1,0
VEN-00825,0,0,0,0,0
VEN-00826,0,1,0,0,0
VEN-00827,1,0,0,1,0
VEN-00828,1,0,0,0,0
VEN-00829,1,1,0,0,0
VEN-00830,0,0,0,0,0
VEN-00831,0,0,0,0,1
VEN-00832,1,0,1,0,0
VEN-00833,0,0,0,0,0
VEN-00834,0,0,0,0,0
VEN-00835,0,0,0,1,0
VEN-00836,0,0,0,0,0
VEN-00837,0,0,0,0,0
VEN-00838,0,0,0,0,0
VEN-00839,0,0,0,0,0
VEN-00840,0,0,0,0,0
VEN-00841,0,0,0,0,0
VEN-00842,0,0,1,0,1
VEN-00843,0,0,1,0,0
VEN-00844,0,1,0,0,0
VEN-00845,0,0,0,0,0
VEN-00846,1,0,0,0,1
VEN-00847,1,0,0,0,0
VEN-00848,0,0,0,0,0
VEN-00849,0,0,0,0,0
VEN-00850,0,0,0,0,0
VEN-00851,0,1,0,0,0
VEN-00852,0,0,0,0,0
VEN-00853,0,0,0,1,0
VEN-00854,0,0,0,1,0
VEN-00855,0,0,0,0,1
VEN-00856,0,0,0,0,0
VEN-00857,0,0,0,0,0
VEN-00858,0,0,0,0,0
VEN-00859,0,0,0,0,0
VEN-00860,0,0,0,0,0
VEN-00861,0,0,0,0,0
VEN-00862,0,0,0,0,0
VEN-00863,0,0,0,0,0
VEN-00864,1,0,0,0,0
VEN-00865,0,0,0,0,0
VEN-00866,0,0,0,0,0
VEN-00867,0,0,0,0,0
VEN-00868,0,1,1,0,0
VEN-00869,0,0,0,0,0
VEN-00870,0,0,0,0,0
VEN-00871,0,0,0,0,0
VEN-00872,0,0,0,0,0
VEN-00873,0,0,0,0,0
VEN-00874,1,0,0,1,0
VEN-00875,1,0,0,0,0
VEN-00876,0,0,0,0,0
VEN-00877,0,0,0,0,1
VEN-00878,0,0,0,0,1
VEN-00879,1,0,0,0,0
VEN-00880,1,0,0,0,0
VEN-00881,0,0,0,0,0
VEN-00882,0,0,0,0,0
VEN-00883,0,0,0,0,0
VEN-00884,0,0,0,0,0
VEN-00885,0,0,0,0,0
VEN-00886,1,1,1,0,0
VEN-00887,0,0,0,0,0
VEN-00888,1,0,0,0,0
VEN-00889,0,0,0,0,0
VEN-00890,0,0,0,0,0
VEN-00891,0,0,0,0,0
VEN-00892,1,0,0,0,0
VEN-00893,0,0,0,0,0
VEN-00894,0,1,0,0,0
VEN-00895,1,0,1,0,0
VEN-00896,0,0,0,1,0
VEN-00897,1,1,0,1,0
VEN-00898,0,0,0,0,0
VEN-00899,1,1,0,0,0
VEN-00900,0,0,0,0,0
VEN-00901,0,1,0,0,0
VEN-00902,0,0,0,0,0
VEN-00903,0,1,0,0,0
VEN-00904,0,0,1,0,0
VEN-00905,0,0,0,0,0
VEN-00906,0,0,0,0,0
VEN-00907,0,0,0,0,0
VEN-00908,0,1,0,0,1
VEN-00909,0,0,0,0,0
VEN-00910,0,0,0,0,0
VEN-00911,1,0,0,0,0
VEN-00912,1,0,0,1,0
VEN-00913,0,0,0,0,0
VEN-00914,0,0,0,0,0
VEN-00915,0,0,0,0,1
VEN-00916,0,0,0,0,0
VEN-00917,0,1,0,0,0
VEN-00918,0,0,0,0,0
VEN-00919,0,0,0,0,0
VEN-00920,1,0,0,0,0
VEN-00921,0,0,0,0,0
VEN-00922,1,0,0,0,0
VEN-00923,0,1,0,1,1
VEN-00924,0,1,0,0,0
VEN-00925,0,1,0,0,0
VEN-00926,0,1,0,0,0
VEN-00927,0,0,0,0,0
VEN-00928,0,0,0,0,0
VEN-00929,1,0,0,0,1
VEN-00930,0,1,0,0,0
VEN-00931,1,0,0,1,0
VEN-00932,0,0,0,0,0
VEN-00933,0,0,1,0,1
VEN-00934,0,0,0,0,1
VEN-00935,0,0,0,0,0
VEN-00936,0,0,0,0,0
VEN-00937,0,0,0,0,0
VEN-00938,0,0,0,0,0
VEN-00939,1,0,0,0,0
VEN-00940,0,0,0,0,0
VEN-00941,0,0,0,0,1
VEN-00942,0,0,0,0,0
VEN-00943,0,1,1,1,1
VEN-00944,0,0,0,0,0
VEN-00945,0,0,0,0,0
VEN-00946,0,1,0,0,0
VEN-00947,0,0,0,0,0
VEN-00948,0,0,0,0,1
VEN-00949,1,0,1,0,1
VEN-00950,0,0,0,0,1
VEN-00951,0,0,1,0,0
VEN-00952,0,0,0,0,0
VEN-00953,0,0,0,0,0
VEN-00954,1,1,1,0,0
VEN-00955,0,0,0,0,0
VEN-00956,0,0,0,0,0
VEN-00957,0,0,0,0,0
VEN-00958,1,0,0,0,0
VEN-00959,0,1,1,0,1
VEN-00960,0,0,0,0,0
VEN-00961,0,1,1,0,0
VEN-00962,0,0,0,0,0
VEN-00963,0,0,0,0,0
VEN-00964,0,0,0,0,0
VEN-00965,0,1,0,0,0
VEN-00966,0,0,0,0,0
VEN-00967,0,0,0,0,0
VEN-00968,0,0,0,1,0
VEN-00969,0,0,0,0,0
VEN-00970,0,0,0,0,0
VEN-00971,0,0,1,0,0
VEN-00972,0,0,0,0,0
VEN-00973,0,0,0,0,0
VEN-00974,0,0,0,1,0
VEN-00975,1,0,0,0,0
VEN-00976,0,1,0,0,0
VEN-00977,1,0,0,0,0
VEN-00978,0,0,0,0,1
VEN-00979,0,0,1,0,0
VEN-00980,0,0,0,0,0
VEN-00981,0,0,0,0,1
VEN-00982,0,0,0,1,0
VEN-00983,0,0,0,1,0
VEN-00984,0,0,0,1,0
VEN-00985,0,0,0,1,0
VEN-00986,0,0,1,0,1
VEN-00987,0,0,0,0,0
VEN-00988,0,0,0,0,0
VEN-00989,0,0,0,0,1
VEN-00990,0,0,0,0,0
VEN-00991,0,0,0,0,0
VEN-00992,0,1,0,0,0
VEN-00993,0,0,0,0,0
VEN-00994,1,0,0,0,0
VEN-00995,0,0,0,1,0
VEN-00996,0,0,0,0,0
VEN-00997,0,0,0,1,0
VEN-00998,0,0,0,0,0
VEN-00999,0,1,0,0,0
VEN-01000,0,0,0,0,0
VEN-01001,1,0,1,0,0
VEN-01002,0,0,0,0,0
VEN-01003,0,1,0,0,0
VEN-01004,0,0,0,0,0
VEN-01005,0,0,0,0,0
VEN-01006,0,0,0,0,0
VEN-01007,0,0,0,0,0
VEN-01008,0,0,0,0,0
VEN-01009,0,0,0,0,0
VEN-01010,0,0,0,0,0
VEN-01011,1,0,0,0,1
VEN-01012,0,0,0,0,0
VEN-01013,0,0,0,1,1
VEN-01014,0,0,0,0,0
VEN-01015,0,0,0,0,0
VEN-01016,1,1,0,0,0
VEN-01017,0,0,0,0,0
VEN-01018,0,0,0,0,0
VEN-01019,0,0,0,0,0
VEN-01020,0,0,0,1,1
VEN-01021,0,0,0,0,0
VEN-01022,0,0,0,0,0
VEN-01023,0,0,0,0,0
VEN-01024,1,0,1,0,0
VEN-01025,0,0,0,0,0
VEN-01026,0,0,0,0,0
VEN-01027,1,1,0,1,0
VEN-01028,0,0,0,0,1
VEN-01029,0,0,0,0,0
VEN-01030,0,1,0,0,0
VEN-01031,0,0,0,0,0
VEN-01032,0,1,0,0,0
VEN-01033,0,0,0,0,0
VEN-01034,0,0,0,0,0
VEN-01035,0,0,1,0,0
VEN-01036,0,1,0,1,0
VEN-01037,0,0,0,0,0
VEN-01038,1,1,0,0,0
VEN-01039,0,0,0,0,0
VEN-01040,0,0,0,0,0
VEN-01041,0,0,0,0,0
VEN-01042,0,1,0,0,0
VEN-01043,0,0,0,0,0
VEN-01044,1,0,0,0,0
VEN-01045,0,0,0,0,0
VEN-01046,0,0,0,0,0
VEN-01047,0,0,0,0,0
VEN-01048,0,0,0,0,0
VEN-01049,0,0,0,0,1
VEN-01050,1,0,0,0,0
VEN-01051,0,0,0,0,0
VEN-01052,1,0,0,0,0
VEN-01053,1,1,0,0,1
VEN-01054,1,0,0,0,0
VEN-01055,0,0,0,0,0
VEN-01056,0,0,0,0,1
VEN-01057,0,0,0,0,0
VEN-01058,1,0,0,0,0
VEN-01059,0,0,0,0,0
VEN-01060,1,0,0,0,0
VEN-01061,0,0,0,0,0
VEN-01062,0,1,0,1,0
VEN-01063,0,0,0,0,0
VEN-01064,0,0,0,0,0
VEN-01065,0,0,0,0,0
VEN-01066,0,0,0,1,1
VEN-01067,0,0,0,1,0
VEN-01068,0,0,0,1,0
VEN-01069,0,0,0,0,0
VEN-01070,0,0,0,0,0
VEN-01071,0,0,0,0,0
VEN-01072,0,0,0,0,0
VEN-01073,0,0,0,0,0
VEN-01074,0,1,0,0,0
VEN-01075,0,0,0,0,0
VEN-01076,0,0,0,0,0
VEN-01077,0,0,0,0,0
VEN-01078,0,0,0,0,0
VEN-01079,0,0,0,0,0
VEN-01080,0,0,0,1,0
VEN-01081,0,0,0,0,0
VEN-01082,0,1,0,0,0
VEN-01083,0,0,0,0,0
VEN-01084,0,0,1,0,0
VEN-01085,0,0,0,0,0
VEN-01086,0,1,0,0,0
VEN-01087,0,0,0,1,0
VEN-01088,0,0,0,1,0
VEN-01089,0,0,0,0,0
VEN-01090,0,0,0,1,0
VEN-01091,0,0,1,0,1
VEN-01092,0,0,0,0,0
VEN-01093,0,0,0,0,0
VEN-01094,0,0,0,0,0
VEN-01095,0,0,0,0,0
VEN-01096,1,1,1,0,1
VEN-01097,0,0,0,0,0
VEN-01098,1,0,0,0,0
VEN-01099,0,0,0,1,0
VEN-01100,1,0,0,0,0
VEN-01101,1,0,0,0,0
VEN-01102,0,0,0,0,0
VEN-01103,0,0,0,1,0
VEN-01104,0,0,0,0,1
VEN-01105,0,0,0,0,1
VEN-01106,0,0,0,0,0
VEN-01107,0,0,0,0,0
VEN-01108,0,0,0,0,0
VEN-01109,0,0,0,0,0
VEN-01110,1,0,1,1,0
VEN-01111,0,0,0,0,0
VEN-01112,0,0,0,0,0
VEN-01113,1,0,0,0,0
VEN-01114,0,1,0,0,0
VEN-01115,1,0,0,0,1
VEN-01116,0,0,0,0,0
VEN-01117,0,0,0,0,0
VEN-01118,1,0,0,0,1
VEN-01119,0,0,0,0,0
VEN-01120,0,0,0,0,0
VEN-01121,0,0,0,0,0
VEN-01122,0,0,0,0,0
VEN-01123,0,0,0,0,0
VEN-01124,0,0,0,0,0
VEN-01125,0,1,0,0,0
VEN-01126,0,0,1,0,0
VEN-01127,0,0,0,0,0
VEN-01128,0,0,0,0,0
VEN-01129,1,0,0,0,0
VEN-01130,0,0,0,0,0
VEN-01131,0,0,0,0,0
VEN-01132,0,0,0,0,0
VEN-01133,0,0,0,0,0
VEN-01134,0,0,0,1,0
VEN-01135,0,0,1,0,0
VEN-01136,0,0,0,0,0
VEN-01137,0,0,0,0,0
VEN-01138,0,0,0,0,0
VEN-01139,0,0,0,0,0
VEN-01140,0,1,0,0,0
VEN-01141,0,0,0,1,0
VEN-01142,0,0,0,0,0
VEN-01143,0,0,0,0,0
VEN-01144,0,1,0,0,0
VEN-01145,0,0,0,0,0
VEN-01146,1,0,0,1,0
VEN-01147,0,0,0,1,0
VEN-01148,0,0,0,1,0
VEN-01149,0,0,0,0,0
VEN-01150,1,0,0,0,0
VEN-01151,0,0,0,1,0
VEN-01152,1,0,0,0,0
VEN-01153,0,0,0,0,0
VEN-01154,0,0,0,0,0
VEN-01155,0,0,1,0,0
VEN-01156,0,0,0,0,1
VEN-01157,0,1,0,0,0
VEN-01158,0,0,0,0,0
VEN-01159,0,1,0,0,0
VEN-01160,1,0,0,0,0
VEN-01161,0,0,0,0,0
VEN-01162,0,0,0,0,0
VEN-01163,0,0,0,0,0
VEN-01164,0,0,0,0,0
VEN-01165,0,0,0,0,0
VEN-01166,0,1,0,0,0
VEN-01167,0,0,0,0,0
VEN-01168,0,0,0,0,0
VEN-01169,0,0,0,0,0
VEN-01170,0,0,0,0,0
VEN-01171,0,0,0,0,0
VEN-01172,1,0,0,0,0
VEN-01173,0,0,0,0,0
VEN-01174,0,0,1,0,0
VEN-01175,0,0,0,0,0
VEN-01176,1,0,1,0,0
VEN-01177,0,0,0,0,0
VEN-01178,0,1,0,0,0
VEN-01179,0,0,0,0,1
VEN-01180,0,0,0,0,0
VEN-01181,1,0,0,1,0
VEN-01182,0,0,0,0,0
VEN-01183,0,1,0,0,0
VEN-01184,0,0,0,0,0
VEN-01185,0,0,0,0,0
VEN-01186,1,0,0,0,0
VEN-01187,0,0,0,0,0
VEN-01188,0,0,0,0,0
VEN-01189,0,0,0,0,0
VEN-01190,0,0,0,0,0
VEN-01191,0,1,0,0,0
VEN-01192,0,1,0,0,0
VEN-01193,0,0,1,0,0
VEN-01194,0,0,0,1,0
VEN-01195,0,0,0,0,0
VEN-01196,0,0,0,0,0
VEN-01197,0,0,0,1,1
VEN-01198,0,1,0,0,0
VEN-01199,0,0,1,0,0
VEN-01200,0,0,0,1,0
VEN-01201,0,0,0,0,0
VEN-01202,0,0,0,0,0
VEN-01203,0,0,0,0,0
VEN-01204,0,0,0,0,0
VEN-01205,0,0,0,0,0
VEN-01206,0,0,0,0,0
VEN-01207,0,0,0,0,0
VEN-01208,0,0,0,0,0
VEN-01209,1,0,0,0,0
VEN-01210,1,0,0,1,0
VEN-01211,1,0,0,0,0
VEN-01212,0,0,0,0,0
VEN-01213,0,1,1,0,0
VEN-01214,0,0,0,1,0
VEN-01215,0,0,1,0,0
VEN-01216,0,0,0,0,0
VEN-01217,0,0,0,1,0
VEN-01218,0,0,0,0,0
VEN-01219,0,1,0,0,0
VEN-01220,0,0,0,0,0
VEN-01221,0,1,0,0,0
VEN-01222,0,0,0,0,0
VEN-01223,0,0,0,1,0
VEN-01224,0,0,0,0,0
VEN-01225,0,0,0,0,1
VEN-01226,0,1,0,1,0
VEN-01227,0,0,0,0,0
VEN-01228,0,0,0,0,0
VEN-01229,0,0,0,0,0
VEN-01230,0,0,0,0,0
VEN-01231,0,0,0,0,1
VEN-01232,0,1,0,0,0
VEN-01233,0,0,0,0,1
VEN-01234,0,0,0,0,0
VEN-01235,0,0,1,0,0
VEN-01236,0,0,1,0,0
VEN-01237,1,0,0,0,1
VEN-01238,0,0,0,0,0
VEN-01239,0,0,0,0,0
VEN-01240,0,0,0,0,0
VEN-01241,0,0,0,0,0
VEN-01242,1,0,0,0,0
VEN-01243,0,0,0,0,0
VEN-01244,0,0,0,1,0
VEN-01245,0,0,0,0,0
VEN-01246,0,0,0,0,0
VEN-01247,0,1,0,0,0
VEN-01248,0,0,0,0,0
VEN-01249,0,1,0,0,0
VEN-01250,0,0,1,1,0
VEN-01251,0,0,1,0,0
VEN-01252,0,0,0,0,0
VEN-01253,0,0,0,1,0
VEN-01254,0,0,0,0,0
VEN-01255,0,0,0,0,0
VEN-01256,0,0,0,0,0
VEN-01257,0,0,0,0,0
VEN-01258,1,0,0,0,0
VEN-01259,0,0,0,0,0
VEN-01260,0,0,0,0,0
VEN-01261,0,0,0,0,0
VEN-01262,0,0,0,0,0
VEN-01263,0,0,0,0,0
VEN-01264,0,1,0,0,0
VEN-01265,0,1,0,0,0
VEN-01266,0,0,0,0,0
VEN-01267,0,0,0,0,0
VEN-01268,0,0,0,0,0
VEN-01269,0,0,0,0,0
VEN-01270,0,0,0,0,0
VEN-01271,0,0,0,0,0
VEN-01272,0,1,0,0,0
VEN-01273,0,1,0,0,0
VEN-01274,0,0,0,1,1
VEN-01275,0,0,1,1,0
VEN-01276,1,0,1,1,0
VEN-01277,0,0,0,0,0
VEN-01278,0,1,0,0,0
VEN-01279,0,0,0,0,0
VEN-01280,0,0,0,0,0
VEN-01281,1,0,0,0,0
VEN-01282,0,0,0,0,0
VEN-01283,0,0,0,0,0
VEN-01284,0,0,0,0,0
VEN-01285,0,0,0,0,0
VEN-01286,0,0,0,0,0
VEN-01287,0,1,0,1,0
VEN-01288,0,0,0,0,1
VEN-01289,0,0,0,0,0
VEN-01290,0,0,0,0,1
VEN-01291,0,1,0,0,0
VEN-01292,0,0,0,0,0
VEN-01293,0,0,0,0,0
VEN-01294,0,0,0,0,0
VEN-01295,0,0,0,1,0
VEN-01296,0,0,0,0,0
VEN-01297,0,0,0,0,0
VEN-01298,0,1,0,0,1
VEN-01299,0,0,0,0,0
VEN-01300,0,0,0,0,0
VEN-01301,0,0,0,0,0
VEN-01302,1,0,0,0,0
VEN-01303,0,0,0,0,0
VEN-01304,0,0,0,0,0
VEN-01305,0,0,0,0,0
VEN-01306,0,0,0,0,0
VEN-01307,0,1,0,0,0
VEN-01308,0,0,0,0,0
VEN-01309,1,0,0,0,0
VEN-01310,0,1,0,0,0
VEN-01311,0,0,0,0,0
VEN-01312,0,0,0,1,0
VEN-01313,0,0,0,0,0
VEN-01314,0,0,0,0,0
VEN-01315,0,0,1,0,0
VEN-01316,0,0,0,0,1
VEN-01317,1,0,0,0,0
VEN-01318,0,1,0,0,0
VEN-01319,1,0,0,0,0
VEN-01320,0,0,1,0,0
VEN-01321,0,1,0,0,0
VEN-01322,0,0,0,0,0
VEN-01323,0,0,0,1,0
VEN-01324,0,0,0,0,0
VEN-01325,0,0,0,0,0
VEN-01326,0,0,0,0,0
VEN-01327,0,0,0,1,0
VEN-01328,0,0,1,0,0
VEN-01329,0,0,0,0,0
VEN-01330,0,0,0,0,0
VEN-01331,0,0,0,0,1
VEN-01332,1,0,0,0,0
VEN-01333,0,1,0,0,0
VEN-01334,0,0,0,0,0
VEN-01335,0,0,0,0,0
VEN-01336,0,0,0,1,0
VEN-01337,0,1,1,1,0
VEN-01338,0,0,0,0,0
VEN-01339,0,0,0,0,0
VEN-01340,0,0,0,0,0
VEN-01341,0,0,0,0,0
VEN-01342,0,0,0,1,0
VEN-01343,1,0,0,0,0
VEN-01344,0,0,0,0,0
VEN-01345,1,1,0,0,0
VEN-01346,0,0,0,0,0
VEN-01347,0,0,0,0,0
VEN-01348,0,0,0,0,0
VEN-01349,0,0,0,1,0
VEN-01350,0,0,0,0,0
VEN-01351,0,0,0,0,1
VEN-01352,1,0,0,0,0
VEN-01353,0,0,0,0,1
VEN-01354,0,0,0,0,0
VEN-01355,0,0,0,0,0
VEN-01356,0,0,0,0,0
VEN-01357,0,0,0,0,0
VEN-01358,0,0,0,0,0
VEN-01359,1,0,0,0,0
VEN-01360,0,1,0,0,0
VEN-01361,0,1,0,0,0
VEN-01362,0,0,0,0,1
VEN-01363,0,0,0,0,0
VEN-01364,0,0,0,0,0
VEN-01365,0,0,0,0,1
VEN-01366,0,0,0,1,1
VEN-01367,0,0,0,0,0
VEN-01368,0,1,0,0,0
VEN-01369,0,0,1,0,0
VEN-01370,0,0,0,0,1
VEN-01371,1,0,0,1,0
VEN-01372,0,0,0,1,0
VEN-01373,0,0,0,0,0
VEN-01374,1,0,0,0,0
VEN-01375,0,0,0,0,0
VEN-01376,0,0,0,0,0
VEN-01377,0,0,0,0,0
VEN-01378,0,0,0,0,0
VEN-01379,1,0,0,0,0
VEN-01380,1,0,0,0,0
VEN-01381,0,0,0,0,1
VEN-01382,0,0,0,0,0
VEN-01383,1,0,0,0,0
VEN-01384,1,0,0,0,0
VEN-01385,0,0,0,0,0
VEN-01386,0,1,0,0,0
VEN-01387,0,0,0,0,0
VEN-01388,0,0,0,0,0
VEN-01389,0,0,0,0,1
VEN-01390,0,0,0,0,0
VEN-01391,0,0,0,1,1
VEN-01392,0,0,1,0,0
VEN-01393,0,0,0,0,0
VEN-01394,0,0,0,0,0
VEN-01395,0,0,0,0,0
VEN-01396,0,0,0,1,0
VEN-01397,1,0,0,0,0
VEN-01398,1,0,0,0,0
VEN-01399,0,0,0,0,0
VEN-01400,0,0,0,0,1
VEN-01401,0,0,1,0,1
VEN-01402,0,0,0,0,0
VEN-01403,1,0,0,0,1
VEN-01404,1,0,0,0,1
VEN-01405,0,0,0,0,0
VEN-01406,0,0,1,0,0
VEN-01407,0,0,0,0,0
VEN-01408,0,0,0,1,0
VEN-01409,1,0,0,0,0
VEN-01410,0,0,0,1,0
VEN-01411,0,1,0,1,1
VEN-01412,0,0,0,0,0
VEN-01413,0,0,0,0,1
VEN-01414,0,0,0,0,0
VEN-01415,0,0,0,0,0
VEN-01416,1,0,0,0,0
VEN-01417,0,0,0,0,0
VEN-01418,0,0,1,1,0
VEN-01419,0,1,0,0,0
VEN-01420,0,0,0,0,0
VEN-01421,0,0,0,0,0
VEN-01422,0,0,0,0,0
VEN-01423,0,1,0,0,0
VEN-01424,0,0,0,0,0
VEN-01425,0,0,1,0,0
VEN-01426,0,0,0,1,0
VEN-01427,0,0,0,0,0
VEN-01428,0,1,0,0,1
VEN-01429,0,0,0,0,0
VEN-01430,0,0,0,0,0
VEN-01431,0,0,0,0,0
VEN-01432,0,1,0,0,0
VEN-01433,1,0,0,0,0
VEN-01434,0,0,0,0,0
VEN-01435,0,0,0,1,1
VEN-01436,1,1,0,1,0
VEN-01437,0,0,0,0,0
VEN-01438,0,0,0,0,0
VEN-01439,0,1,0,0,0
VEN-01440,0,0,1,0,0
VEN-01441,0,0,1,0,0
VEN-01442,1,0,0,0,1
VEN-01443,0,0,0,0,1
VEN-01444,0,0,0,0,0
VEN-01445,0,1,0,0,0
VEN-01446,1,0,0,0,0
VEN-01447,1,0,0,0,0
VEN-01448,0,0,0,0,0
VEN-01449,0,0,0,0,0
VEN-01450,0,0,0,1,0
VEN-01451,0,0,0,0,0
VEN-01452,0,0,0,1,1
VEN-01453,1,0,1,0,0
VEN-01454,0,0,0,0,0
VEN-01455,0,0,0,0,0
VEN-01456,0,0,1,0,0
VEN-01457,0,0,0,0,1
VEN-01458,0,0,0,0,0
VEN-01459,0,0,0,1,0
VEN-01460,0,0,0,0,0
VEN-01461,0,0,0,0,0
VEN-01462,0,0,0,0,0
VEN-01463,0,0,1,0,0
VEN-01464,1,0,0,0,0
VEN-01465,0,0,1,0,0
VEN-01466,0,0,0,0,0
VEN-01467,0,1,0,0,0
VEN-01468,0,1,0,0,0
VEN-01469,0,0,0,0,0
VEN-01470,0,0,1,0,0
VEN-01471,0,0,0,0,0
VEN-01472,0,0,0,1,0
VEN-01473,0,0,0,0,1
VEN-01474,0,0,0,1,0
VEN-01475,0,0,0,0,1
VEN-01476,0,0,0,0,0
VEN-01477,1,1,0,0,0
VEN-01478,0,1,0,0,0
VEN-01479,0,0,0,0,0
VEN-01480,0,1,0,0,0
VEN-01481,0,1,0,0,0
VEN-01482,0,0,0,0,0
VEN-01483,1,0,0,0,0
VEN-01484,0,0,0,0,0
VEN-01485,0,0,0,0,0
VEN-01486,0,0,1,0,0
VEN-01487,0,0,0,0,0
VEN-01488,0,0,0,0,0
VEN-01489,1,0,0,0,0
VEN-01490,0,0,0,0,0
VEN-01491,0,0,0,0,0
VEN-01492,0,1,0,0,0
VEN-01493,0,0,0,0,0
VEN-01494,0,0,0,0,0
VEN-01495,0,0,1,0,0
VEN-01496,0,0,1,0,0
VEN-01497,0,0,0,0,0
VEN-01498,0,0,0,0,0
VEN-01499,0,0,0,0,0
VEN-01500,0,0,0,0,0
VEN-01501,0,0,0,1,0
VEN-01502,1,0,0,0,0
VEN-01503,0,0,0,1,0
VEN-01504,0,0,0,0,0
VEN-01505,0,0,0,0,0
VEN-01506,0,0,0,0,1
VEN-01507,0,0,0,0,0
VEN-01508,1,0,1,0,0
VEN-01509,1,0,0,1,0
VEN-01510,0,0,0,0,0
VEN-01511,1,0,0,0,0
VEN-01512,0,0,0,0,0
VEN-01513,0,0,0,1,0
VEN-01514,0,0,0,0,0
VEN-01515,0,1,0,1,0
VEN-01516,0,0,1,0,0
VEN-01517,0,0,0,0,0
VEN-01518,0,1,0,0,0
VEN-01519,0,0,0,1,0
VEN-01520,0,0,0,0,0
VEN-01521,0,0,0,0,0
VEN-01522,0,0,0,0,0
VEN-01523,0,0,0,0,0
VEN-01524,1,0,1,0,0
VEN-01525,0,0,0,0,0
VEN-01526,0,0,0,0,0
VEN-01527,0,0,0,0,0
VEN-01528,0,0,0,0,0
VEN-01529,0,1,0,0,0
VEN-01530,0,0,0,0,0
VEN-01531,0,1,0,0,1
VEN-01532,1,0,0,0,0
VEN-01533,0,0,1,1,0
VEN-01534,0,0,0,0,0
VEN-01535,0,0,0,0,0
VEN-01536,0,0,0,0,0
VEN-01537,0,0,0,0,0
VEN-01538,0,1,0,0,0
VEN-01539,0,0,0,0,0
VEN-01540,1,1,0,0,0
VEN-01541,0,0,0,0,1
VEN-01542,0,0,0,0,0
VEN-01543,0,1,0,0,0
VEN-01544,1,1,0,0,0
VEN-01545,0,0,0,0,0
VEN-01546,0,0,0,1,0
VEN-01547,0,0,0,0,0
VEN-01548,0,0,0,1,0
VEN-01549,0,0,0,0,0
VEN-01550,0,0,1,0,0
VEN-01551,0,0,0,0,0
VEN-01552,0,0,0,0,0
VEN-01553,0,0,0,0,0
VEN-01554,0,0,0,0,0
VEN-01555,0,0,0,1,0
VEN-01556,0,0,0,0,0
VEN-01557,0,0,0,0,0
VEN-01558,0,0,0,1,1
VEN-01559,1,0,1,0,0
VEN-01560,0,0,0,0,0
VEN-01561,0,0,0,0,0
VEN-01562,0,0,0,0,0
VEN-01563,0,0,0,0,0
VEN-01564,0,1,0,0,1
VEN-01565,0,0,0,0,0
VEN-01566,1,0,0,0,0
VEN-01567,0,0,0,0,0
VEN-01568,1,0,0,0,1
VEN-01569,0,0,0,0,0
VEN-01570,0,0,0,1,0
VEN-01571,0,1,0,0,0
VEN-01572,0,0,0,0,1
VEN-01573,1,0,0,0,0
VEN-01574,0,0,0,0,0
VEN-01575,1,0,0,0,0
VEN-01576,0,0,1,0,0
VEN-01577,0,1,0,1,0
VEN-01578,1,0,0,0,0
VEN-01579,0,0,0,1,0
VEN-01580,0,0,0,0,0
VEN-01581,0,0,0,0,0
VEN-01582,0,0,0,0,0
VEN-01583,0,0,0,0,0
VEN-01584,0,0,0,0,0
VEN-01585,0,0,0,0,0
VEN-01586,0,1,0,0,0
VEN-01587,0,1,0,0,0
VEN-01588,0,0,0,0,0
VEN-01589,0,0,0,1,0
VEN-01590,0,0,0,0,0
VEN-01591,1,0,0,0,0
VEN-01592,0,0,0,1,0
VEN-01593,0,0,0,0,0
VEN-01594,1,0,0,0,0
VEN-01595,0,0,0,0,0
VEN-01596,1,1,0,0,0
VEN-01597,0,0,0,1,0
VEN-01598,0,0,0,0,0
VEN-01599,0,0,0,0,0
VEN-01600,0,0,0,0,1
VEN-01601,0,0,0,0,0
VEN-01602,0,0,0,0,0
VEN-01603,0,0,0,0,0
VEN-01604,0,0,0,0,0
VEN-01605,1,0,0,0,0
VEN-01606,1,0,0,0,0
VEN-01607,0,0,0,0,0
VEN-01608,0,1,0,0,0
VEN-01609,0,0,1,0,0
VEN-01610,0,0,0,0,0
VEN-01611,0,0,0,0,0
VEN-01612,0,0,0,0,0
VEN-01613,0,0,0,0,0
VEN-01614,1,1,0,0,0
VEN-01615,1,0,0,0,0
VEN-01616,1,0,1,0,0
VEN-01617,0,0,1,1,0
VEN-01618,0,0,1,0,0
VEN-01619,0,1,1,0,0
VEN-01620,0,0,0,0,1
VEN-01621,0,0,0,0,1
VEN-01622,0,1,0,0,0
VEN-01623,0,0,0,0,0
VEN-01624,0,0,0,0,0
VEN-01625,0,0,0,0,0
VEN-01626,0,0,0,0,0
VEN-01627,0,0,0,0,0
VEN-01628,0,0,0,0,0
VEN-01629,0,0,0,0,0
VEN-01630,0,0,0,0,0
VEN-01631,0,0,0,0,0
VEN-01632,0,0,0,0,1
VEN-01633,0,0,0,1,0
VEN-01634,0,0,0,0,0
VEN-01635,0,0,0,0,0
VEN-01636,0,0,1,0,0
VEN-01637,0,0,0,0,0
